%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,1.06,98.68,0.19,0.00,0.08,3952124840.0,652.43,7.18,370.44,2243966314.0
0.00,8.34,91.08,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.40,90.60,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,8.42,90.74,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,8.42,90.91,0.00,0.00,0.67,12.0,12.0,2.0,0.0,0.0
0.00,8.65,90.52,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,8.26,90.82,0.17,0.00,0.75,44.0,44.0,2.0,0.0,0.0
0.00,8.33,90.67,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,8.58,90.75,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,8.84,90.83,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,8.51,90.74,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,8.59,90.66,0.08,0.00,0.67,16.0,16.0,2.0,0.0,0.0
0.00,8.82,90.60,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.74,90.59,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,8.59,90.74,0.00,0.00,0.67,52.0,52.0,8.0,0.0,0.0
0.00,8.74,90.68,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.60,90.65,0.17,0.00,0.58,28.0,28.0,2.0,0.0,0.0
0.00,8.75,90.67,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.67,90.83,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,8.60,90.82,0.00,0.00,0.58,116.0,116.0,25.0,0.0,0.0
0.00,8.19,91.06,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,8.67,90.58,0.17,0.00,0.58,16.0,16.0,2.0,0.0,0.0
0.00,8.68,90.82,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,8.82,90.60,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.81,90.61,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,8.57,90.68,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,8.84,90.58,0.08,0.00,0.50,12.0,12.0,2.0,0.0,0.0
0.00,8.83,90.67,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,8.50,90.83,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,8.51,90.83,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,8.60,90.90,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,8.65,90.52,0.25,0.00,0.58,16.0,16.0,2.0,0.0,0.0
0.00,8.26,90.82,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,8.99,90.67,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,8.59,90.83,0.00,0.00,0.58,32.0,32.0,3.0,0.0,0.0
0.00,8.34,90.74,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
