time,LLC-store-misses,LLC-stores,instructions
1.000116947,832358,926890,6718908903
2.000294418,823061,915991,6759377512
3.000442491,824541,916371,6750175189
4.000597947,822899,914204,6770763907
5.000776752,836703,928551,6806516300
6.000927749,822207,914046,6805442169
7.001075366,837583,932018,6802752448
8.001223068,823734,915977,6793406533
9.001369976,838048,932850,6809096247
10.001520477,822786,915866,6799900501
11.001688144,837121,930170,6815191971
12.001835685,821643,914602,6802978572
13.001980969,837959,931663,6809272206
14.002127949,821797,913678,6785668296
15.002275998,822045,913804,6765971980
16.002423256,838230,932435,6773235256
17.002587223,822795,915895,6770167518
18.002737274,820618,911229,6764321940
19.002888263,834811,927638,6780059145
20.003034736,820405,911283,6776303952
21.003196429,820669,913127,6751504251
22.003345719,764277,848820,6282571773
23.003511224,835350,929878,6753268625
24.003661503,821277,912542,6755106922
25.003809274,823524,915835,6750798809
26.003958851,822620,913232,6749064262
27.004107345,820697,913005,6750996037
28.004257871,822428,913744,6720167740
29.004420414,835675,929802,6797282510
30.004579458,836569,930022,6792883955
31.004727395,764486,850697,6319789711
32.004876392,837073,931464,6797763261
33.005023968,822794,914938,6790619193
34.005174085,837755,930423,6767834446
35.005324309,823109,914664,6796804609
36.005472942,838985,931643,6798797044
37.00562135,837751,931865,6793184472
38.005764305,823404,913856,6772514015
39.005911812,837223,930616,6802901371
40.006059324,822603,913467,6795077082
41.006220611,835549,931181,6814710307
42.00638356,836124,928089,6819500792
43.006533557,835713,928772,6825194696
44.006686005,835893,928306,6811190757
45.006840367,835697,926134,6808588940
46.006991594,822554,915941,6817057664
47.007156317,836737,929353,6818914553
48.007309827,834229,927288,6817695438
49.007456321,834341,927268,6810384369
50.007612938,829517,920632,6808473169
51.007765372,822882,914580,6818183703
52.007914065,836390,928539,6817489872
53.00806653,838056,930466,6808644977
54.008209179,837532,930920,6816091589
55.008378233,765634,852029,6322308899
56.008536221,838518,933109,6811413845
57.008683034,837274,930564,6818625704
58.008833251,836363,928153,6817786987
59.008987855,836041,928025,6821068461
60.009140644,822444,913640,6806492999
61.009289934,836100,928845,6814035397
62.009449589,836140,929046,6812497276
63.009598039,837616,930687,6805613266
64.009747384,821147,913273,6782449066
65.009897481,836379,928739,6810385506
66.010040519,835809,930135,6805418927
67.010194483,836557,928692,6811757843
68.010347858,822043,912969,6814784918
69.010495348,836906,928572,6809651102
70.010648379,834794,925642,6818380161
71.010796288,837249,930238,6824989000
72.010941811,835725,930995,6823945042
73.0110962,773801,859133,6329201800
74.011255267,824945,918333,6809481378
75.011402136,835379,927532,6830925078
76.011566971,835393,928127,6815789247
77.011715066,835042,928624,6802044280
78.011862125,821086,914552,6799115326
79.012009721,844382,941780,6808773887
80.012158132,844054,940841,6813447146
81.012322507,838398,933471,6820672048
82.012509748,823936,916903,6811412350
83.0126623,836800,930663,6823994079
84.012809897,837549,931479,6824671852
85.012956109,836275,929554,6815134370
86.013105568,835654,929048,6817389351
87.01325304,834971,930086,6825299711
88.013418171,761556,846498,6326930657
89.01356643,833453,927774,6818542842
90.013728704,834717,927711,6807675435
91.013875232,835484,928599,6821821228
92.014020876,834739,928068,6819085182
93.014173378,828084,919660,6809913626
94.01433027,829070,920838,6822926920
95.014477806,720624,800292,5854690388
96.014618563,835378,930610,6806143223
97.014766151,836236,930412,6821435742
98.014918829,835501,929017,6813297277
99.015069801,836914,930296,6823480224
100.015235841,821999,915523,6823869030
101.015385756,836340,928922,6815660608
102.015546986,836734,930865,6820388741
103.015698455,836692,928487,6817372706
104.01585099,836845,928330,6808918023
105.016003514,819793,912473,6803871146
106.016155905,833670,927203,6817369913
107.01630649,833998,926643,6814577810
108.016453994,837739,930748,6809703613
109.016615804,765483,851501,6308906516
110.016780776,838658,931569,6811708928
111.016928453,836784,928853,6807977718
112.017075834,836505,930246,6814334019
113.017220131,821750,913581,6791454803
114.017368283,838392,932066,6795636077
115.017519142,833084,926977,6817674826
116.01767538,829535,922831,6801958369
117.017828691,819079,911955,6812979507
118.01799463,776351,863763,6328208594
119.018141657,838258,933507,6816514702
120.018290465,840317,935409,6814035887
121.018439295,821561,913498,6803837329
122.018598163,836365,929513,6814107417
123.018744349,837248,929854,6821388341
124.018894237,838492,931143,6809184509
125.019049647,836681,928741,6801787237
126.01919235,822585,912449,6804546249
127.019343204,835460,927359,6815543962
128.019490968,835224,926408,6816519117
129.019646579,837935,930045,6801954775
130.019796886,765715,851752,6318287785
131.019945771,839414,933112,6816497516
132.020099097,836770,931917,6820656093
133.02025773,838048,930978,6799781840
134.020404686,821927,915072,6791494420
135.020557793,837688,932026,6788348482
136.020722902,822062,914567,6780996721
137.020871472,838608,933108,6782401170
138.021027523,837688,932816,6783634760
139.021179482,816737,907893,6783026541
140.021326373,830275,921560,6784543100
141.021474017,815189,905993,6778462721
142.021640618,776536,862137,6290942861
143.021803727,820850,913381,6758551875
144.021950823,832544,924476,6778737383
145.022101854,763821,848735,6273192450
146.022281808,833870,926798,6771108849
147.022430853,822013,916039,6762927654
148.022584189,817450,908757,6766220491
149.022734303,836137,929934,6776124774
149.300362207,236508,262984,1875198059
