time,LLC-prefetches,LLC-prefetch-misses,instructions
1.000112428,2751584,378141,6714937430
2.000298575,2773179,378597,6745614930
3.000445952,2747344,372814,6721015057
4.000599977,2801353,385617,6772294663
5.000746656,2785291,379092,6791379659
6.0009062,2777912,378582,6788291614
7.001057132,2813549,385574,6797204939
8.001196596,2792230,378319,6790093146
9.00134116,2785265,378185,6791554607
10.00148575,2807066,384723,6799803892
11.001650226,2775787,376926,6781479642
12.001800122,2774986,378622,6790163466
13.001938756,2806382,386125,6800439281
14.002084307,2775654,377583,6777789304
15.002229696,2772229,380012,6756879098
16.002371276,2768902,377402,6753819841
17.002524827,2809619,386735,6765750523
18.002675534,2782794,379512,6761385376
19.002824355,2768018,373359,6756951850
20.002970566,2580953,359365,6268514682
21.003126076,2764327,377856,6743962134
22.003270846,2772255,377251,6739324571
23.003420946,2770291,377177,6744900937
24.003566968,2769905,375956,6742315283
25.003706731,2773674,379262,6737718027
26.003850691,2768293,378497,6740480993
27.004003177,2786516,382115,6753376787
28.004148309,2787176,376998,6776151886
29.004296316,2781395,375670,6771800685
30.004447793,2804851,387508,6786457759
31.004606622,2781700,377151,6773717160
32.004744469,2808106,380332,6786225935
33.004898858,2792340,377316,6773122746
34.005045414,2791939,378826,6769208451
35.005193553,2821418,384565,6782337608
36.005341278,2791752,379404,6774698547
37.00548682,2821456,385293,6776602378
38.005624761,2589329,358606,6268537951
39.0057639,2795403,377437,6773511701
40.005909025,2823849,384535,6792713246
41.006075762,2804526,386408,6807224023
42.006242257,2794377,377421,6808473195
43.006389688,2805793,379068,6807498941
44.006533113,2803249,380680,6815545637
45.006672922,2781221,376700,6796051197
46.006817265,2808920,382270,6807608516
47.006965061,2592926,357080,6284507132
48.007112188,2820586,385459,6808151752
49.007255516,2809553,379160,6812443765
50.007445792,2783977,377728,6801572846
51.007591372,2814127,382147,6806922801
52.007737181,2818745,384477,6810532684
53.007899284,2793975,383985,6796711628
54.008052127,2814549,383672,6810022383
55.008189995,2815321,381721,6804807092
56.008335302,2807550,379572,6800972290
57.008483187,2789080,370766,6806237022
58.00862754,2815495,380280,6803931700
59.008775132,2777544,371508,6795934513
60.008931858,2809114,376205,6810909311
61.009075263,2808834,378862,6807952104
62.00923919,2803531,384370,6807064543
63.00938507,2791195,373613,6805126628
64.009527377,2813770,380777,6806962159
65.009669607,2764439,375020,6718685057
66.009818114,2442986,342566,5921285801
67.009961721,2802442,379290,6808167721
68.010109859,2812570,380981,6809750037
69.010257105,2783189,373001,6806766686
70.010400527,2818328,382075,6812191669
71.01062974,2822944,384982,6808384721
72.010786884,2809134,381361,6807877639
73.010968009,2795146,374046,6809318621
74.01111744,2809652,379761,6814300745
75.01126243,2810604,379263,6811494184
76.011408614,2776602,372131,6801482276
77.011569059,2799313,382365,6782549139
78.011727499,2796867,377984,6810071012
79.011874845,2796283,377962,6794122515
80.01202375,2824223,378735,6811333782
81.012168582,2794523,380549,6794016295
82.012329869,2812350,380151,6809225828
83.012480579,2806899,371051,6809372838
84.012623974,2785026,370519,6796070131
85.012766662,2804786,376432,6812212185
86.012922754,2619152,360854,6301317902
87.01306794,2765346,365317,6799709284
88.013211138,2783885,368401,6810582274
89.013356725,2781193,369562,6812285065
90.013506382,2757217,370458,6800981359
91.013651465,2788653,377133,6799891282
92.013792498,2794257,372956,6813826234
93.013935973,2769400,371855,6800624393
94.014110939,2806444,376324,6807145091
95.014269523,2814768,379207,6803524576
96.014434446,2778931,373849,6801621827
97.014578453,2802146,378031,6808562324
98.014716184,2799875,378366,6807053339
99.014856382,2767739,370726,6767990435
100.015003237,2811548,383993,6807875516
101.015161636,2803747,380646,6814406683
102.01532315,2778445,376754,6798163540
103.015469353,2801616,381178,6807643399
104.015611568,2804497,377447,6805967516
105.015752644,2774494,373459,6792307325
106.01589418,2805798,380839,6799767469
107.016053881,2804236,378434,6801488504
108.01620453,2781805,374426,6796176528
109.016348858,2822031,383711,6801526461
110.016504906,2814141,384360,6801438348
111.016653071,2784058,378305,6791906778
112.016798938,2815090,384468,6799989846
113.016964489,2804146,383478,6801098044
114.017111891,2798152,378322,6796550834
115.017313606,2797365,368773,6798966612
116.017524311,2742048,341046,6792464765
117.017670639,2780687,364012,6805309841
118.017823086,2790308,371246,6804114754
119.017986254,2779328,373084,6792110188
120.018131864,2818434,383416,6807901078
121.018277643,2802288,379503,6808186088
122.018436079,2775117,368761,6798769609
123.018579574,2811564,381456,6807824453
124.018729102,2814540,388070,6796661420
125.018877853,2733712,368325,6681736857
126.019025789,2473089,348846,5935462644
127.019165516,2779850,377606,6794994090
128.019306475,2602536,361410,6295606695
129.01946553,2777945,377363,6800803076
130.019609775,2821617,383276,6809335447
131.019763147,2813272,380881,6807172648
132.019918855,2800669,385479,6805515480
133.020063856,2793612,377795,6807987514
134.020208512,2807129,382505,6808810437
135.020362705,2807345,384566,6797107600
136.020509167,2778264,372639,6786780330
137.020655302,2807762,381216,6786260638
138.02079884,2778859,371494,6769238568
139.020945946,2781705,357027,6785430420
140.021089777,2736070,343109,6777800534
141.021235778,2765266,348416,6787764084
142.021380062,2764254,364213,6761499810
143.021555278,2769569,366861,6759540288
144.021703441,2782941,368215,6770153771
145.021842048,2783820,375776,6765214672
146.021985982,2795810,373498,6776724976
147.022130151,2778993,372801,6764403323
148.022283767,2761327,355526,6760593783
149.02243238,2785659,366181,6773101657
149.404374091,1072106,147176,2588868764
