time,L1-icache-load-misses,branch-misses,branches,instructions
1.000139515,10302057,4997108,1033898231,6531598541
2.00032066,10548541,5381859,1071523821,6771795003
3.000494979,10499548,5562075,1069801780,6763323809
4.000666566,10478026,5072064,1075489633,6798110174
5.000838225,10570718,4818872,1077580815,6809856109
6.001005991,10558439,4821607,1078111299,6814305031
7.00116848,10527072,4817175,1077686413,6813610466
8.001343946,10459779,4886265,1074507820,6789374756
9.001515792,10568021,4818528,1078208682,6816921808
10.001671087,10081135,4643212,1031610705,6519564308
11.001827334,10502125,4875531,1075927651,6798175758
12.001985827,10526454,4850976,1077493363,6812545358
13.002156808,10576714,4848020,1075543885,6795899773
14.002330633,10538395,4993846,1075358680,6802174136
15.002491248,10541926,5249734,1071372360,6776667011
16.002660469,10179723,5055373,1026462374,6494525483
17.002822094,10488247,5260890,1071276401,6776865903
18.002980727,10503241,5262730,1071580740,6782491909
19.003141194,10452528,5262899,1071671042,6778777494
20.003311549,10512749,5262016,1072067937,6786047352
21.003469525,10446116,5545452,1068194583,6766731240
22.00363178,9970168,5385659,1021505392,6474768738
23.003789019,10406588,5603931,1067209642,6762541666
24.003943352,10407960,5606795,1067300575,6762916665
25.004103177,10379690,5595939,1067814028,6770838039
26.00428835,10430859,5610017,1067564033,6764369702
27.004448199,10420302,5448506,1068811651,6774058217
28.004624847,9983407,4984688,1024165170,6496327716
29.004795877,10394030,5105457,1071991474,6802536513
30.004962231,10399287,5090952,1072465411,6805835407
31.005118324,10422322,5084686,1071676719,6796108056
32.00530504,10420345,5107563,1072382900,6805537023
33.005462795,10407112,5088200,1071722817,6801210165
34.005623016,10341931,5099430,1070813263,6790836235
35.005779258,10453797,5100031,1071523153,6800246882
36.005950378,10378355,5091804,1072002554,6802173446
37.00611243,10439924,5086814,1070911638,6792086655
38.006283813,10406321,5077666,1071679109,6801097763
39.006456643,10374898,5121622,1070902504,6791871608
40.00661781,10472406,5002928,1071642004,6804216076
41.006773106,10493557,4875571,1072313628,6815996896
42.006928464,10562814,4863140,1073036994,6820281920
43.007087385,10557073,4849106,1073732647,6824569120
44.007264517,10493741,4850438,1073170386,6817805111
45.007424585,10466587,4850698,1074641111,6828685830
46.00758374,10486586,4853722,1074262291,6827719396
47.007752938,10493687,4844331,1075142203,6833280764
48.007911292,10532384,4843778,1072949237,6819698927
49.008068873,10490538,4840013,1072682774,6818236315
50.008240565,10500090,4842398,1073491924,6823261505
51.00840686,10538664,4838231,1071673453,6807777578
52.008567912,10516053,4845510,1073242658,6821110186
53.008734783,10508484,4852154,1072842945,6819010342
54.008892197,10513089,4840156,1072279526,6815774173
55.009049673,10036895,4628433,1026400823,6521234462
56.009219189,10525929,4840320,1072395311,6816463888
57.009379195,10536335,4841164,1073878389,6825384891
58.009539407,10500484,4838982,1072902313,6819401015
59.009708503,10529024,4837300,1073878980,6825559783
60.009870926,10451693,4861048,1071612014,6807209686
61.010028255,10520012,4855142,1072299478,6815308658
62.010215843,10516479,4841415,1072776394,6818757714
63.010375133,10450723,4863168,1073723646,6824620435
64.01053191,10533670,4838862,1073326918,6821982627
65.010695054,10530429,4835741,1072374372,6815783330
66.010863909,10525702,4847876,1072316678,6811416843
67.011021483,10039066,4648013,1024980008,6517709500
68.011239963,10349787,4937022,1069892491,6796373675
69.011400509,10453220,4855855,1073559872,6823400391
