time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
1.000115732,340627022,124923731,3541563718
2.000284584,339994442,124067198,3551196943
3.000433185,334917223,122460637,3500905183
4.000573214,337330660,123611034,3522043686
5.000716689,336387920,122335376,3527532124
6.000860596,332601235,121728909,3476152628
7.001007286,333338500,121459886,3496043522
8.001150586,342163394,125093092,3571632991
9.001298531,340522907,124928921,3557070294
10.001438815,333419961,121739444,3498452447
11.00158049,333376261,121863676,3487743340
12.00172661,337884235,123423974,3531582014
13.001873667,334613950,122517285,3502781094
14.002014706,337910677,123522524,3535470822
15.002161095,333684252,122199360,3491552229
16.002301057,333776679,121751961,3499974077
17.002437337,336555088,123040365,3523058916
18.002586484,340320990,123870613,3567704951
19.002735797,332732166,121254464,3492655078
20.002885393,339175073,124387393,3547206826
21.003046805,335482137,121665995,3521109336
22.003196507,332995960,121890777,3492078645
23.003344171,335658571,121901339,3515423973
24.003489843,336992203,123327892,3525283045
25.003646452,334187997,121210909,3507002391
26.003795522,337700490,122914085,3540361072
27.003943426,334549672,121959701,3508604052
28.004091022,334911198,122139921,3509739267
29.004238548,336129785,123177020,3521616851
30.00438588,334304819,121462976,3506672662
31.004536861,333030091,121294564,3492984793
32.00469189,337801976,123046146,3535074125
33.004848436,335079595,122203100,3513252566
34.004994246,333112830,121448367,3497388724
35.005145205,334380651,121837262,3502386143
36.005292484,336165798,123301971,3523087148
37.005444442,337930861,123125980,3541755250
38.005595376,346351696,126884976,3612072976
39.005745763,346575965,127120214,3618278536
40.005895334,344161093,125720617,3592089082
41.006041339,345885748,126973632,3609171248
42.006204842,342921838,125443128,3578138241
43.006353992,345089266,125416478,3613511625
44.006500652,342795388,125244420,3584024480
45.006651565,341970800,125522365,3570313940
46.006798948,342967951,126068634,3583472770
47.006945543,345236297,125674481,3606731667
48.007092756,343191058,125792440,3584683144
49.007239061,343793378,125891109,3595070577
50.007387294,343614159,125373776,3595488150
51.007538066,345635654,126461608,3607518865
52.007686812,345972962,126312789,3610768865
53.007836847,346284831,126544491,3607892003
54.007984771,344638536,125983919,3604109796
55.008130857,342944664,124715255,3586165547
56.008279527,342198761,125594664,3571105393
57.008428251,343323090,125738349,3580788881
58.008574527,343591936,125001560,3592151861
59.008725552,341729777,125003104,3570952585
60.008877602,340938059,125000585,3567172221
61.009024432,342051299,124945934,3573552879
62.009184373,342197617,125193501,3574182902
63.009341765,342216852,125106475,3576335384
64.009492527,343505174,125219527,3588907438
65.009643404,341532650,125181421,3571718734
66.009795145,341530848,124808561,3566339024
67.009952813,343458274,125243714,3590410741
68.010105906,344011266,125939328,3587431853
69.010258917,343883490,125690866,3589913188
70.010408122,342771387,125154928,3577479092
71.010562079,342430575,125333165,3571150254
72.01071662,341781635,125062506,3566887199
73.010865005,342478126,125266578,3579131526
74.01102227,343677450,125564716,3581991909
75.011173054,344484576,125635547,3596115204
76.011318382,342888631,125612508,3574033506
77.011470504,342106710,125440071,3568343027
78.011621599,341346135,124725140,3567690298
79.01177006,341587529,124064003,3578100744
80.011918868,341964238,125292424,3569352490
81.0120689,344542104,126328720,3592887864
81.827607984,281039109,102759301,2934588282
