time,L2 Read Hits,L2 Reads,instructions
1.000148258,155869,394545,77449979
2.000380272,204973,454706,99855957
3.000574763,119052,340389,66693654
4.00075399,174995,434811,92742507
5.000934121,154929,381141,79992918
6.001117822,177212,427269,90155950
7.001308633,206834,468408,103172524
8.00149681,128635,361437,71907140
9.001677628,161708,379642,79777598
10.001864455,215300,490047,106413528
11.002051093,181442,443688,93140416
12.00224913,163905,399697,84375342
13.002431831,190111,450297,97603856
14.002617385,104498,295544,55709180
15.002799856,167918,412485,87311209
16.002991784,181384,424562,89319453
17.003158534,163104,377966,81408575
18.003339379,167068,398557,83088651
19.003532423,164405,397463,84506724
20.0037074,216763,445818,102229227
21.003916874,228210,507335,114636466
22.004104152,132152,353581,70443859
23.004290973,221071,486895,106789137
24.00448637,169718,402697,87192202
25.004669931,177453,409631,89262446
26.004861359,167313,408173,85812110
27.005051169,173337,409888,86877098
28.005238574,211643,469624,105445742
29.005429424,184185,433301,94624923
30.005619749,214258,483123,105516018
31.005808609,203733,450508,101729627
32.006012194,215765,473410,104540520
33.006207851,196040,451462,95163319
34.006399546,232353,507837,112684986
35.006590973,187542,428876,95914702
36.006784794,253487,553359,121611389
37.006978438,243016,522267,118133217
38.007179829,269430,559978,127514518
39.007380866,258296,555270,126983945
40.007577391,237647,507534,113374711
41.007772024,264450,545976,126205709
42.007999156,295951,593449,133580883
43.008200126,307403,611162,148232966
44.008409844,302244,604616,140665822
45.008619141,278294,578527,133931316
46.008817419,260932,556337,124444474
47.009042106,273988,569578,127791396
48.009250661,355956,690136,160572998
49.009451205,289645,585085,133814250
50.009648572,302543,596224,139278412
51.009856806,359587,688975,161667118
52.010059091,353698,691805,162391132
53.010259715,371483,718604,171767012
54.010460172,417680,765644,184919650
55.010687866,352969,691557,161841784
56.010890601,359665,683003,164908080
57.011106621,432107,816137,191517577
58.011309979,418948,785627,186541495
59.011522443,429979,799782,189502759
60.011735711,406662,755933,176631684
61.011943688,386091,734475,173461325
62.012416026,472882,872562,207107235
63.012617187,619352,1066363,263095238
64.012838737,474341,861475,210202096
65.013045142,546269,956938,232993756
66.013265322,622991,1069133,264603591
67.013453963,578091,1010760,253520912
68.013669764,650098,1116597,273185591
69.013881062,685812,1160061,286121349
70.014076326,651147,1107202,277761073
71.014298203,722819,1217335,298412784
72.014489394,926171,1499036,381365195
73.014699989,899695,1447893,367779753
74.014898266,900129,1472485,370058267
75.015112527,930037,1516531,380738985
76.015302657,1055894,1676365,425153780
77.015528812,1506229,2347205,598084098
78.015724516,1567039,2399031,622834371
79.015927027,1345713,2078854,533299595
80.016129764,1877056,2825672,737868883
81.016353015,1982172,3002918,776791710
82.016564556,2087908,3132264,821241403
83.016785254,2782186,4110729,1090041102
84.016979098,2693047,3981227,1047053798
85.017188052,3045620,4457182,1171692823
86.017401926,4524675,6548147,1733218624
87.017602804,4725853,6811394,1815420873
88.017822171,4916257,7084195,1885016003
89.018040772,6007047,8587016,2283703804
90.018246676,7019529,10015478,2683384644
91.01844349,8283303,11795087,3159968710
92.018632732,9778086,13929944,3744182767
93.018796021,13218842,18797557,5081687491
94.018943828,16048756,22839739,6205784219
95.019083204,16712404,23799751,6474757545
96.019231701,17437170,24806897,6762405461
97.01939736,17256557,24568511,6680041631
98.019548017,17370692,24733246,6758206321
99.019701223,17532706,24957575,6823384598
100.019845876,17547945,24949917,6796131904
101.019991665,17314614,24545819,6741387063
102.020146001,17257596,24404516,6695686531
103.020288606,17076383,24188881,6629537601
104.020430987,17295887,24504137,6693064694
105.020578968,17291000,24505203,6707186047
106.02072655,17038308,24131601,6585465963
107.020875196,17250209,24445688,6679653477
108.021016187,17006945,24112348,6593483893
109.021166248,17047656,24171559,6590168411
110.021307466,17244905,24461130,6689867134
111.021449385,16995671,24124237,6606686686
112.021587455,17045463,24173265,6618893631
113.021734525,17095158,24223088,6617868897
114.02188025,17012031,24105881,6576041120
115.022027403,16880288,23929921,6540811657
116.022175477,16881560,23906833,6530515699
117.022317655,16902046,23978677,6586568094
118.022459126,17067418,24195598,6605818645
119.022613959,16885933,23941777,6547774548
120.022755802,16969884,24073474,6611415011
121.022900928,16942072,23984084,6553708533
122.023053332,16955613,24052326,6593302806
123.023191819,16946729,24084070,6587658119
124.023332896,16837627,23922979,6538471176
125.023463549,16866519,23931638,6561603772
126.023611201,17148562,24390394,6685874438
127.023754727,17262635,24479136,6680703710
128.023898911,16968751,24064959,6572566397
129.024036725,16855014,23923261,6556014802
130.02417805,16893663,23964777,6555784901
131.024327115,16881668,23945886,6545555497
132.024476245,16904690,23980731,6553040543
133.024620772,16902691,23898033,6572058982
134.024763625,17081053,24201035,6634797209
135.024909684,16898313,23963154,6566540615
136.025058927,16979982,24066426,6588428973
136.821529108,13815459,19590748,5351068999
