time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
1.000118849,3556982304,3557046750,1366827221
2.000314098,3576359150,3576330229,1377220733
3.000457604,3568366337,3568362580,1369282881
4.000600007,3557051272,3557049415,1363564062
5.000756102,3576095931,3576096970,1372883640
6.000916458,3580896263,3580940209,1370544456
7.001073473,3580510404,3580469564,1371184974
8.001231613,3569702209,3569702543,1371406523
9.001382218,3574502179,3574499306,1369183988
10.001528768,3595050676,3595092915,1377126335
11.00172726,3581960944,3581956359,1373370904
12.001868334,3595918284,3595880548,1374159425
13.002010775,3585346769,3585348632,1375152047
14.002155588,3572768845,3572768045,1367592981
15.002299882,3563450881,3563449237,1363884645
16.002440466,3589400072,3589402706,1377321716
17.002583247,3569118185,3569115493,1368190242
18.002725744,3591074066,3591077050,1377491551
19.002870032,3567567233,3567608549,1367990271
20.003013802,3573528980,3573485674,1368668932
21.003171426,3571805217,3571805875,1371553482
22.003314494,3567399855,3567438359,1364827066
23.003503055,3583118935,3583120919,1375550845
24.003643986,3606369391,3606327451,1384136495
25.003786715,3588901027,3588938719,1376245411
26.003930544,3570977473,3570940071,1371397951
27.004083343,3581451051,3581489653,1376564448
28.00422645,3582820972,3582782700,1368704061
29.004376116,3575743947,3575743799,1374293784
30.004527938,3596876357,3596876907,1382617837
31.004680734,3584035972,3584076220,1373545423
32.004824147,3602611574,3602570516,1385079605
33.004967301,3572291129,3572292792,1366818247
34.005119177,3579795898,3579838764,1374545443
35.005261676,3596728892,3596685820,1379103701
36.005401413,3585119607,3585119698,1375521049
37.005548457,3572931252,3572930541,1369267108
38.005692273,3595435281,3595435484,1378742434
39.005843462,3589648951,3589649103,1383198868
40.005982962,3589449613,3589448473,1373735774
41.00613378,3574937013,3574978055,1373996903
42.006288539,3600842488,3600802330,1381127424
43.006429775,3573448603,3573447601,1375241666
44.006578009,3497345245,3497384897,1347743776
45.006725099,3487312346,3487310967,1345368465
46.006867479,3504267528,3504230320,1357975769
47.007010034,3494558129,3494557472,1351486200
48.007154179,3553398445,3553399392,1366019678
49.007296705,3488086077,3488085880,1344037891
50.007450958,3499826744,3499825541,1350631881
51.007598706,3507179885,3507221235,1352078335
52.007748366,3483355421,3483355140,1345099734
53.007895105,3491092280,3491090949,1346742713
54.008041678,3538119192,3538116618,1361824425
55.008185186,3488815950,3488779189,1349802488
56.008330536,3490301123,3490300685,1346710880
57.008474945,3482764160,3482766217,1339016565
58.008617121,3508528304,3508526731,1358827275
59.008766646,3482739509,3482789704,1343280156
60.008913087,3536204181,3536153262,1358378603
61.009055276,3493721251,3493721529,1346723631
62.009393251,3498098008,3498160000,1350639509
63.009560961,3503631496,3503581366,1349987332
64.009720429,3489077992,3489073271,1349706614
65.009883275,3497192141,3497195659,1346806042
66.010043237,3550361225,3550357120,1367876401
67.01021091,3493765562,3493770655,1354375299
68.010372753,3497437757,3497438008,1349397358
69.010543745,3488024186,3488042042,1349387222
70.010710722,3502471687,3502452269,1351406416
71.010873312,3487555745,3487557622,1342031216
72.011039406,3535584035,3535582630,1365941930
73.011207811,3521349432,3521349912,1356227693
74.011367509,3498752035,3498750990,1349931412
75.01153108,3507749319,3507749111,1358054418
76.011693986,3498345857,3498346248,1346886626
77.011860851,3488664768,3488666558,1350013411
78.012020702,3534529250,3534525822,1362392651
79.012183741,3495784256,3495782839,1349151629
80.01235242,3560438650,3560443283,1371894583
81.012518076,3503916718,3503967085,1350203575
82.012700501,3484834353,3484833387,1345159238
82.083996571,243958502,243899267,93597446
