time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
1.000122904,327051924,100094976,3212649996
2.000299068,329781945,100050719,3229808736
3.000442509,334576758,100463873,3254213297
4.000592682,319667371,96272074,3164931807
5.000732895,334298357,102884922,3302506081
6.000870018,325248471,99731072,3215979029
7.00101515,328215294,100374387,3257956881
8.001164928,330489599,102431566,3250898719
9.001313304,330308016,102369624,3252470211
10.001453044,327710782,101932251,3223254697
11.001592352,331871707,103658680,3250671590
12.001725717,324192070,101060291,3195086397
13.001862992,333442076,103803886,3273054907
14.002005703,329348054,100898007,3238006870
15.002149297,333753798,102264268,3254707685
16.002290498,322012110,97890309,3155777437
17.002433864,329700012,101091048,3219243475
18.002572623,333581188,102415583,3250290680
19.002714521,331122116,100912961,3238491329
20.002855576,332596592,101045386,3250155997
21.00301752,337189660,101156292,3259082913
22.00315849,337536086,101423303,3251724571
23.003295452,335234703,101125448,3218866007
24.003433679,338341725,102202802,3252824525
25.003579454,329814904,99189462,3183063190
26.003722631,332961475,100201024,3216111225
27.00386408,329637585,100054910,3218422577
28.004006373,328435136,100319550,3219180589
29.004142496,322419717,97958519,3184733623
30.004278967,324403981,98956967,3199193140
31.004417131,333903853,102533845,3271733119
32.004562705,323613533,99046889,3189063041
33.004701606,324290789,99286620,3184688145
34.004844134,324494932,99379768,3186987533
35.004984308,331195887,102846775,3219917276
36.005124174,327201067,101368606,3200600112
37.005263279,330050451,102148524,3213970363
38.005404481,326749794,99669244,3216433550
39.00554366,326780782,99601390,3218613090
40.005683371,318501104,97474295,3161220900
41.005820019,331440681,102520956,3267780114
42.005964945,323215698,99289566,3202158926
43.006101989,335295665,104732522,3284202283
44.006243223,330627179,102497063,3254503984
45.006385472,324002231,99990153,3191291292
46.00652272,322809053,99633206,3183437512
47.006658834,327581295,101807332,3220010459
48.006797977,323922468,100095671,3201542392
49.006939089,328259614,101489481,3244311731
50.00708888,331810309,103423290,3256240496
51.007226264,338105941,106176708,3299855371
52.007362098,327095183,101370767,3222333594
53.007494942,322549742,99526579,3188169495
54.007632312,325370691,101028611,3201047476
55.007774518,331139447,103640670,3238664411
56.007911474,323066375,99802237,3188921366
57.008052606,326051378,101658631,3198418247
58.008189463,326921563,101390419,3219230396
59.008328384,326308907,100909152,3220267421
60.008461308,323669256,99751891,3201069997
61.008606565,325901472,100643157,3215810805
62.008760183,335276927,104107409,3303822668
63.008902698,330232553,102276488,3254192624
64.009040666,324706201,101293968,3185503373
65.009186543,328587346,102525027,3216550512
66.009326641,330320736,103238748,3234518039
67.009469985,320846834,98290378,3183282751
68.009612568,322221956,99146283,3188924683
69.009756893,325280646,101266367,3187722510
70.009894773,332832645,104536855,3253621238
71.010035171,332338606,104377189,3254982047
72.010165386,325209964,101344759,3200225891
73.010316003,333949992,103650110,3283654708
74.010460846,328169020,101497411,3233768212
75.010598826,329198338,101998422,3239461213
76.010738785,320365160,98638288,3160249905
77.010874821,327135315,101397447,3220324126
78.011007123,330668263,102498652,3257540871
79.011151664,329249081,102153104,3241007230
80.011289741,321684636,98990433,3185534310
81.011423133,322644405,99715047,3189734787
82.011577409,324115832,100908900,3182320087
83.011714776,328894152,103118465,3219642503
84.011859198,328834005,102893823,3220086791
85.011998583,329073486,103158451,3225058691
86.012137613,327939085,102520687,3216138866
87.012275326,328993977,102751612,3219158150
88.012414288,328603380,102495079,3217421620
89.012559851,332935199,104652902,3251688992
90.012705318,338567927,106543443,3298346352
91.012866862,337867436,105806732,3306505271
92.013012128,335596051,104265757,3302407178
93.013162934,330822785,102507623,3253348040
94.013299206,336022012,104464745,3305177062
95.013445969,330480733,102613620,3254331086
96.013593539,332881426,103209836,3272230283
97.013755568,336055933,104467729,3296438574
98.013903707,336025850,104540887,3296380884
99.014050993,337410565,105049802,3300659753
100.01418824,331063961,102366122,3252709234
101.014338719,333488324,104205276,3260192290
102.014485588,338537694,106580454,3302872611
103.014643723,337715107,105406555,3300707568
104.01481428,337797654,105267019,3311412501
105.014963089,335420235,104475728,3299242764
106.015113439,332409905,103723952,3265153759
107.015249833,336404352,105226946,3302159295
108.015387442,332498643,104652633,3257599849
109.015536424,333587808,104133217,3274420650
110.015675061,335065498,104107821,3297050978
111.015814255,330985341,102803750,3258259091
112.015963543,327053731,101178963,3230015747
113.016111929,335509851,104646210,3300230401
114.016252623,333089691,104758952,3258085604
115.016406804,336212094,105600084,3285504902
116.016553087,332774215,104697895,3254156649
117.016695635,332805317,104901785,3246516652
118.01683535,333035892,104952051,3260345633
119.016980666,336707190,105450944,3304322320
120.017125741,325485420,100592652,3219423696
121.017298811,327367358,101676377,3225438341
122.01745858,335370139,104345944,3304808535
123.017607666,330748846,102785410,3252399446
124.01775984,329671280,102220840,3255553953
125.017906518,330858636,103355870,3252430346
126.018053571,331082126,102930703,3256354479
127.018206135,332777724,102800411,3289237221
128.018360351,333709885,103164764,3303111099
129.018518112,326888076,101411137,3221175631
130.018663442,336047650,104843810,3295989727
131.018822999,331866154,102884498,3257389382
132.018971406,331765469,102498843,3255154858
133.019158809,337402910,103967938,3294563999
134.019307629,338943578,104104894,3296512539
135.019453449,335706743,102666653,3276399169
136.019603477,329787304,100745958,3219731420
137.01979649,333630661,102218094,3253069937
138.019953236,334355364,102477716,3257179643
139.020110476,338026668,103455883,3284933709
140.020260646,334936118,101910895,3255482741
141.020410124,335105570,102130093,3249720307
142.020559666,334528624,101675189,3258277076
143.020719396,338502715,103310805,3283948164
144.020866532,341167189,104074869,3306081088
145.021014093,338553436,103317407,3284047727
146.021242547,342987795,105278537,3317719890
146.388069596,127367967,39594704,1222687390
