time,L2 RFOs,L2 RFO Misses,instructions
1.000118953,6958735,5659098,9191805009
2.00029719,6940275,5661020,9209225095
3.000442418,6930386,5639146,9212351860
4.000595616,6895719,5634993,9180555694
5.00074484,6890879,5624485,9183928747
6.000903749,6859680,5603496,9142108576
7.001066899,6813245,5612709,9213525626
8.001217595,6850574,5621809,9221163157
9.001367591,6936651,5685620,9303068530
10.001520148,6843727,5616516,9215074145
11.00167229,6842060,5614121,9234262055
12.001826386,6876346,5639991,9241685635
13.001976046,6795874,5574504,9094302559
14.002127199,6790852,5579090,9109070354
15.002281409,6800331,5587354,9153946405
16.002434339,6815106,5613102,9213872863
17.002609265,6845137,5640762,9291065285
18.002764791,6742638,5535058,9103489365
19.002921547,6856325,5624424,9201598707
20.003074459,6866210,5644450,9291164404
21.003242246,6816884,5610889,9205183124
22.003392559,6796834,5627609,9230585715
23.003553795,6830813,5639195,9291968769
23.393422337,2640529,2172423,3543386388
