time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
1.000126844,283865169,150145754,3136470610
2.000301784,287481344,152419837,3170472630
3.000458786,285793208,151439883,3146008939
4.000607818,290115452,153652485,3177846432
5.000755884,286842672,151883299,3167511181
6.000907487,289626350,153263048,3177534398
7.001055205,291758095,154105022,3206705870
8.001196986,285868654,151161779,3134653673
9.001345177,291490640,154332163,3182167931
10.001493765,292056239,154376484,3184277501
11.001640342,286020974,151609587,3127066756
12.001792181,292052499,154513162,3198255823
13.001941676,292573759,154717697,3197982624
14.002084831,289735425,153146449,3167142769
15.002227418,296439648,157009789,3231652890
16.002375478,293480641,155138720,3195249748
17.002518023,290379649,153713634,3175608069
18.002663101,292400760,154958827,3179907251
19.00281324,290003193,153369638,3173512759
20.002953997,292349197,155045866,3186666180
21.003127989,291032458,154236025,3175775861
22.003284068,294143758,155917572,3219490640
23.003427307,286741199,151544225,3126348392
24.003579153,294015555,155966009,3199488168
25.003727553,292142237,154724751,3170133366
26.003870823,290919041,154057379,3172990907
27.004011365,290984189,154240602,3173220603
28.004161376,289714454,153551141,3160992319
29.00431752,290992491,154113584,3166412114
30.004475746,291096459,154158289,3173220815
31.004627693,291564265,154156478,3179739200
32.004768147,286063219,151398676,3120302040
33.004920168,290133021,153488917,3163558444
34.005072277,292560355,155079338,3181144791
35.005221799,285177201,151028406,3135666338
36.00537753,291568313,154282975,3175013631
37.005528439,297240689,157736996,3233853194
38.005671377,289084324,153068855,3159601055
39.005814402,288512918,152493466,3142292958
40.005965233,286098455,151275638,3125487825
41.006109159,286749999,151490239,3123913714
42.006327427,289994217,153492005,3173458438
43.006470689,294671925,156116665,3220224195
44.006614083,289880220,153374910,3171533745
45.006757269,290808176,153768571,3177033747
46.006910728,296456052,157184672,3225704597
47.007066198,292741518,155199904,3189798183
48.007223372,292833140,155091914,3202418001
49.00737371,292807360,155096042,3180476869
50.007521241,292289902,154659973,3195224995
51.007662324,289995467,153751502,3164822964
52.007811837,288225826,152579233,3168667598
53.007971989,290916810,154214087,3179139403
54.008136435,295527227,156671877,3212704454
55.008284938,294165122,155647645,3198678815
56.008426977,286259702,151267145,3137645877
57.008578978,292694745,155119240,3183216963
58.008731005,294839809,156401346,3204697953
59.008883965,287377405,151986090,3139585509
60.009036221,292119741,154989985,3182364725
61.00918845,291125652,154214048,3163126174
62.009351718,291063804,154094376,3166142521
63.009499868,293251747,155274401,3203643487
64.009650275,294415157,156197512,3212273450
65.009799849,288028655,152590692,3151469400
66.009952793,290527727,153937722,3168527411
67.010100478,291996086,154614771,3180225456
68.01024102,289434393,153021378,3153179046
69.010383949,292881899,155153865,3194470215
70.010535223,292440447,154984088,3184924017
71.010695591,291758566,155089519,3190965614
72.010846676,292580750,155900133,3207387440
73.010997968,295318185,156824471,3235829461
74.011146811,298598370,158573221,3246524464
75.011287284,292482479,154943996,3186835574
76.011436632,291961856,154654465,3179234566
77.011580864,290966252,154019391,3172752181
78.011732198,293765087,156024093,3218748593
79.011880788,292873442,155543662,3207530330
80.012023966,285151768,150797528,3104095209
81.012167923,290472443,153711186,3173693063
82.012333053,290718203,153841991,3162037746
83.012486681,292252372,154633124,3196953798
84.012637152,291932476,154622420,3184418240
85.01278657,292310501,155127922,3183699092
86.012934921,294851696,156277515,3197666146
87.01307509,293885378,155945801,3196102291
88.013221617,291651830,154560398,3160711820
89.013363073,286114657,151245208,3115659135
90.013514865,291075535,153965094,3185368061
91.013663505,291748533,154573520,3175305788
92.013805825,288786388,152506776,3158405181
93.013945604,289542394,153269515,3158604076
94.01410034,290914335,153886649,3175026049
95.014252832,291648309,154577403,3167208346
96.01440789,290629301,153482255,3157955654
97.014559594,295064220,156405170,3219991697
98.014705296,293478674,155468899,3197958160
99.01485145,292183919,154504337,3184358240
100.015001169,287353330,151743634,3127970873
101.015145252,286404218,151564893,3135402404
102.01531773,291839803,154934788,3183799164
103.015467275,293100066,155261542,3200694846
104.015612651,287815595,152118155,3130163825
105.015753918,290792815,153972708,3171742763
106.015907126,295029798,156313566,3219524950
107.016050245,291337804,154249569,3173015547
108.016201206,291866102,154678238,3176636357
109.016351338,294335290,155962347,3216877102
110.016498143,292763950,154792223,3198304652
111.016637287,294315805,156058462,3212467704
112.016787891,296831088,157469304,3227441080
113.016941533,293627404,155625292,3185326868
114.017092461,292424217,154957971,3180798510
115.017243901,291545616,154283724,3171798098
116.017386702,286040504,151197855,3128305153
117.017526885,288887107,152760628,3160444127
118.01767564,292260981,154775170,3188208360
119.017821843,290123474,153295488,3153271274
120.017984414,295578802,156620925,3231597909
121.018147692,293990800,155703111,3183823143
122.018317306,290016345,153667679,3158879071
123.018465349,292006915,154830997,3187789327
124.018613706,292809126,155158827,3187346232
125.018762872,288679149,152908844,3146607024
126.018924761,289952346,153935892,3170129615
127.01907755,288305036,152944579,3167002231
128.019223778,287503601,153013764,3148954228
129.019375978,290380940,154631228,3184841568
130.019528112,293629178,156525038,3196544342
131.019687939,291907953,155458771,3194544251
132.01983494,288787797,153581851,3160466214
133.019984847,293783160,155996749,3223208010
134.020126046,291148609,154214542,3158675201
135.020269904,290356936,153820245,3174941263
136.020419897,294904832,156250351,3206861406
137.020591751,292384741,154851905,3180997174
138.020744814,293317480,155315191,3199209205
139.020896042,292884765,155309088,3181538384
140.02103953,286793005,151586324,3141865159
141.021190218,294413919,155872111,3223135825
142.021338485,293312151,155590784,3200390519
143.021510872,288355411,152603984,3157039269
144.021665588,291720480,154277291,3189056242
145.021815974,292277136,155101536,3175231249
146.021956113,289701546,153525037,3158730888
147.022101943,292839998,155199205,3186227440
148.022250814,287765770,152196865,3137141902
149.022394412,285185318,150707935,3122449586
150.022545385,292202935,154745849,3185232009
151.022704422,291950417,154592143,3180474789
152.022846646,289270695,153171398,3135153943
153.022987483,289863822,153498953,3159423817
154.023135631,291937286,154789097,3192081797
155.023278678,287226785,151987372,3135622576
156.023429214,290725998,153592084,3160023753
157.023575135,292443129,154859367,3191376827
158.023704314,290301444,153599032,3158012952
159.023845797,289552979,153325951,3156321304
160.023997465,288983703,153151328,3139271567
161.024141057,286579853,151713394,3135081817
162.024303702,291303528,154109638,3178735756
163.02448941,291000925,154077305,3175150288
164.024647249,286479965,151343022,3128828068
165.024796976,295894024,157144047,3218939275
166.024943502,295648979,156936094,3217023513
