time,L2 Read Hits,L2 Reads,instructions
1.000129962,17904952,22824150,9080230830
2.000314202,17933916,22795840,9131148559
3.000464542,18031574,22902676,9162806682
4.000616495,17904797,22732578,9127208231
5.000777345,17961044,22799444,9175624681
6.000932183,17942330,22723889,9172115360
7.00108138,17907745,22500363,9202216353
8.001225955,17883603,22467370,9180197841
9.001376882,18174743,22920284,9308157798
10.001525211,17898330,22553872,9208726062
11.001680881,18033808,22732886,9264936150
12.001832389,17937375,22600000,9181847060
13.001990277,17993048,22699634,9224924988
14.002144217,17903410,22517715,9200453125
15.002294347,17877522,22517497,9202377248
16.002445568,17938705,22557280,9215985820
17.002601753,17827948,22483751,9199153461
18.00275016,17801501,22515036,9167294750
19.002899429,17885876,22578429,9189927268
20.003050536,17875701,22555903,9177098625
21.003224811,17872297,22507319,9169844432
22.003377463,17905526,22467732,9178341900
23.003539446,17889756,22572437,9202949697
23.435797048,7723279,9743026,3957278545
