time,L2 Read Hits,L2 Reads,instructions
1.000123582,10962875,11582101,4670951644
2.000308892,16478408,17342959,7077666456
3.000464437,16364708,17223553,7049741557
4.000630176,16349852,17214911,7077982693
5.000782617,16253325,17109810,7042656286
6.000932359,16514319,17381717,7106904785
7.001097629,16359123,17225198,7064418971
8.001260743,16288814,17141834,7008969146
9.001412333,16050403,16886074,6920195030
10.001564762,16130140,16974421,6956493429
11.001722753,16347041,17191017,7041283030
12.001870432,16224500,17063326,6979931426
13.002017291,16522701,17381582,7101113039
14.00217634,16362222,17219631,7071156968
15.002327643,16242633,17088526,7019303195
16.002495025,16154558,16998217,6990684854
17.002643676,16518706,17381349,7074110153
18.002796316,16342692,17172963,7014080884
19.002950672,16403554,17239995,7078337138
20.003100249,15929499,16743384,6857172339
21.00327568,16182632,17017340,6988197833
22.003430956,16043607,16879023,6940159179
23.003580624,15951210,16777186,6885506665
24.00372648,16206592,17050613,6991002009
25.003867196,15823996,16645199,6798578399
26.00401858,15951240,16774178,6892689027
27.004171001,16112577,16953404,6928772887
28.004317511,15664978,16473880,6775400335
29.004459518,15769008,16591738,6776819583
30.004612597,16120433,16953010,6945006738
31.004761364,15819711,16637155,6855017558
32.004905804,15701492,16516946,6808193238
33.005048298,15835447,16652797,6845004367
34.005192664,15760028,16577809,6828203910
35.005335218,15865273,16681409,6822838039
36.005479039,15687375,16493306,6731754452
37.005619839,15986377,16805933,6885900589
38.005771656,16028377,16856330,6959017491
39.005935885,15863283,16677802,6919168501
40.006079718,15671377,16464986,6851260729
41.006218602,15796622,16568895,6831432559
42.006378467,15643944,16402053,6795800684
43.006521892,15827534,16601502,6847067875
44.006671135,15847435,16618897,6854270483
45.006826997,16003657,16789325,6924650315
46.006975591,15940929,16712385,6880648338
47.007120734,15629600,16424506,6804299549
48.007267182,15724934,16525119,6784517983
49.007405301,15965477,16763546,6915756703
50.007555611,15886772,16679626,6864199573
51.00770424,15882845,16674262,6852201749
52.007852229,15794249,16583991,6802744784
53.007994202,15663540,16444377,6749601546
54.008132875,15834241,16627152,6845273660
55.008273354,15933720,16751395,6900796552
56.008421092,16007064,16805476,6920946022
57.00856454,16078055,16888113,6924999573
58.008708966,15748509,16539168,6850672299
59.008853721,16020017,16827912,6958136882
60.008997846,15755835,16544002,6800236821
61.009139306,16009064,16799964,6911972589
62.009304327,15797609,16592249,6815046488
63.009454551,15732001,16518931,6780064988
64.009590633,16025088,16831017,6927604320
65.009731429,16092144,16902147,6929368175
66.009882265,15885659,16680357,6852561075
67.010025594,15878438,16673524,6846674889
68.010178586,15738857,16533093,6812210115
69.01032586,15830314,16627046,6856751250
70.01047836,15914977,16715169,6899816520
71.010622642,15878612,16679106,6850301623
72.010768546,15652600,16453916,6793292903
73.010908301,15939663,16741084,6903949222
74.011058712,15965258,16776143,6905241473
75.011205187,15752094,16545369,6851739958
76.011353089,15809000,16602929,6845463734
77.011496166,15862384,16666145,6857020837
78.011641263,15877276,16696454,6869611172
79.011784309,15702118,16509758,6848517996
80.011934111,15684849,16485705,6804738142
81.012115506,15897091,16707946,6906569831
82.01228116,15913337,16713765,6858703841
83.012434871,15813398,16611127,6876164850
84.012584828,16088870,16887675,6962417628
85.012732468,16004120,16798049,6916014135
86.012884567,16235135,17060456,6992391811
87.013035292,15832591,16625809,6864251410
88.013185312,15773241,16567474,6843286349
89.013335998,15798719,16599815,6854474696
90.013488742,15723058,16510395,6845663521
91.013628669,15699860,16486653,6849714572
92.013784602,16047495,16848335,6935402095
93.013933084,15910347,16707069,6922926710
94.014076942,15785187,16580936,6852905511
95.014229799,15985494,16796274,6909193185
96.014383812,15899057,16698651,6873244404
97.014533858,16022898,16827663,6936592750
98.014686622,15846094,16642007,6856789142
99.014830223,15823152,16607576,6852545207
100.014981796,16034030,16823054,6929273150
101.015139754,15883967,16676105,6929033492
102.015297379,15818549,16612059,6861518532
103.015451572,15885813,16694538,6914497272
104.01561364,15824197,16637934,6861333317
105.015768188,16016913,16824340,6920021942
106.015909872,15767326,16566214,6849867317
107.01606276,15796261,16598862,6839266946
108.01620926,15703681,16509337,6787786137
109.016358377,16146689,16961675,7005204386
110.016507915,15897564,16714585,6909050758
111.016652039,15679681,16480111,6846012135
112.016798514,15789737,16589454,6841698680
113.016948798,15876695,16690134,6859236894
114.01709201,15818626,16624126,6838809044
115.017251247,15891899,16694166,6886168980
116.01740422,16130576,16937843,6984836085
117.017556622,16252334,17080012,7040035594
118.017704123,15954812,16761210,6888142471
119.017856331,15840822,16653845,6881299683
120.018005138,15785029,16571668,6784156938
121.018166944,15904356,16720836,6921454097
122.018333667,16023577,16831619,6947300813
123.018476238,15779762,16570398,6853014362
124.018620094,15777688,16574395,6844983711
125.018769036,15785156,16587042,6861374357
126.018913614,15697354,16489352,6788817939
127.019065333,15826065,16633102,6897802791
128.019216888,15731182,16534351,6852320352
129.019366725,15977825,16796297,6924233423
130.01951862,15880370,16672766,6848777001
131.019669623,15865103,16658112,6841461485
132.019815946,15604712,16389109,6775649700
133.019966239,15977128,16769315,6906180750
134.020119143,15853184,16635851,6830318174
135.020269299,15738346,16519756,6869969162
136.020416982,16145736,16953463,7020808201
137.020567767,16018511,16813679,6903011128
138.020721753,15839323,16635494,6838996087
139.020866792,15665113,16459273,6815184593
140.021021493,15918686,16722041,6903856091
141.021180325,16106939,16920919,6983366041
142.021323259,15710678,16504696,6818050289
143.021485139,15775197,16576556,6832947878
144.021634977,15877993,16674996,6851080352
145.021788259,15772681,16585440,6880581728
146.021968651,15984078,16796872,6935940507
146.882710107,13610572,14307360,5882558530
