time,L2 RFOs,L2 RFO Misses,instructions
1.000119328,10346128,6033693,4856109190
2.000302452,10514779,6157978,4953254097
3.000458554,10417341,6077893,4892630592
4.000612007,10406851,6086131,4890683106
5.000759775,10302447,6025901,4850798413
6.000906283,10271210,6010137,4838698180
7.001064568,10529142,6174181,4961744668
8.001220113,10372633,6073082,4885645580
9.001368908,10354202,6062271,4871170967
10.001519396,10417202,6090223,4910002767
11.001673177,10342912,6052749,4872238363
12.001836776,10307187,6024777,4850045145
13.001992726,10342879,6065763,4875621477
14.002131622,10290295,6007418,4839154666
15.002282035,10399657,6092218,4908213448
16.002432788,10411595,6073210,4890529275
17.002577845,10260853,6010357,4834703530
18.002736082,10273442,5991115,4834321756
19.002887422,10204229,5962471,4799058992
20.003032988,10208339,5971223,4799182089
21.003201505,10389548,6080107,4894834083
22.003351362,10443437,6106214,4916604076
23.003502467,10326560,6042221,4861582205
24.003664698,10272693,5999707,4827175581
25.003829401,10143661,5924409,4771017193
26.00397349,10344023,6023400,4860579708
27.004128557,10532621,6179400,4973762074
28.004283915,10435282,6096894,4913518228
29.004442053,10385698,6060457,4888153985
30.004613256,10327869,6032736,4853221230
31.004766806,10321079,6040165,4861473040
32.004919399,10421323,6088218,4897447117
33.005076536,10484960,6133669,4939007970
34.005234862,10392475,6074294,4893619754
35.005383453,10328420,6038341,4862815958
36.005543077,10327592,6051413,4871473311
37.005696366,10183809,5948935,4788458505
38.005838379,10400871,6094992,4906340375
39.005992042,10215645,5959877,4797122872
40.006140407,10307254,6030007,4843353286
41.006294444,10390247,6082146,4892671054
42.006465371,10351006,6052505,4875480528
43.006616329,10214224,5979065,4809603272
44.006769324,10454530,6136190,4924045981
45.006922574,10400088,6080382,4900142922
46.007080974,10298940,6032534,4854990461
47.007251739,10327942,6052698,4873872509
48.007401927,10306420,6029647,4852058662
49.007557985,10159249,5955496,4783097829
50.007716435,10242811,5978251,4813316871
51.007864985,10320040,6040751,4858281447
52.008015008,10315773,6046655,4858947261
53.008157353,10375669,6094210,4899564757
54.008318985,10197283,5956689,4789561730
55.008473428,10457606,6124012,4941640348
56.00862092,10293924,6016780,4839066704
57.008778642,10444734,6119561,4931716894
58.008930136,10321815,6035919,4861795795
59.00908378,10334770,6045961,4866095963
60.009244589,10300366,6020416,4854573943
61.009400384,10131754,5930123,4781963704
62.00956794,10358391,6054893,4881707734
63.009720988,10457727,6105076,4919998548
64.009870613,10315483,6049574,4869651056
65.01001392,10323877,6050431,4879272985
66.01017592,10186919,5955855,4801406244
67.010332563,10206641,5980805,4817143257
68.010487013,10213758,5975962,4816141538
69.010638326,10318444,6038246,4870388802
70.010793753,10315600,6052965,4879296304
71.010947161,10249769,5982764,4822054475
72.011109259,10266110,5993048,4833605478
73.011264019,10342750,6052002,4873511318
74.011406751,10392167,6089611,4908295561
75.011555089,10529486,6166693,4972761594
76.011718889,10326251,6038547,4871818048
77.011862815,10304918,6033341,4855549022
78.01203318,10454383,6115434,4927122575
79.012186527,10307114,6033302,4862693606
80.012330739,10259529,6014093,4843266891
81.012479755,10241140,5982865,4819506523
82.012646306,10300049,6026830,4856024357
83.012799702,10296150,6012794,4846374845
84.012958215,10305988,6031963,4856652221
85.01311067,10172111,5957918,4797877521
86.013252447,10220438,5976834,4819090851
87.013403298,10262154,5993770,4828995845
88.013552455,10298133,6011923,4846681264
89.013695083,10207615,5972247,4803454468
90.013851427,10148265,5912476,4759259797
91.014000271,10219130,5957698,4804894019
92.014155405,10228996,5993861,4820400139
93.014304896,10484114,6119803,4933384304
94.014452515,10317041,6037061,4862361127
95.014603166,10290307,6021460,4843586827
96.014763767,10282547,6019245,4847225501
97.014917071,10159366,5943571,4790113800
98.015076434,10247703,5979790,4809828021
99.015229931,10397154,6087413,4899592047
100.015379605,10305774,6040064,4861480172
101.015519226,10320122,6032957,4864242788
102.015691779,10214281,5957121,4799341918
103.015859572,10355992,6065674,4887542905
104.016010875,10535975,6169538,4966355441
105.016165862,10369671,6067712,4885681757
106.016320645,10405546,6081637,4899117695
107.01647447,10554425,6191406,4985233367
108.016628831,10399040,6084179,4892979085
109.016784516,10416651,6081539,4901150621
110.016937012,10439280,6114596,4921018754
111.017087793,10434331,6114413,4923510712
112.01724285,10365176,6063550,4880851414
113.01741224,10398325,6090477,4906187937
114.017565555,10506459,6143396,4953003917
115.017721277,10333445,6038570,4849474896
116.017871849,10384071,6057812,4891087568
117.01802205,10462702,6115870,4924759329
118.018174501,10410754,6087278,4898865722
119.018344891,10457264,6114713,4924142809
120.018502794,10417029,6094678,4904228472
121.018660872,10432046,6095697,4914198212
122.018831807,10447264,6123718,4918861796
123.018984397,10446933,6107796,4930984671
124.019135924,10363389,6046933,4874464653
125.019301927,10403308,6097439,4910362798
126.019456118,10328583,6037887,4859814882
127.019613084,10485361,6151503,4950803064
128.019766487,10400178,6087403,4898837476
129.019919603,10376871,6067733,4889291498
130.020072125,10414395,6092896,4908155808
131.020238915,10431980,6104518,4925438551
132.020393008,10564457,6180779,4976117116
133.020545009,10332899,6033107,4864745137
134.020697854,10482731,6117953,4925081700
135.02084726,10636467,6222490,5009402202
136.021000378,10394303,6069702,4892611840
137.02115579,10389125,6064907,4893443794
138.021307046,10405954,6082940,4901690974
139.021460079,10495959,6143743,4948386442
140.021617968,10415883,6099590,4913425492
141.021769485,10391157,6083354,4904106165
142.02192074,10582897,6189325,4993779576
143.022089447,10349455,6055084,4877326354
144.022243952,10391382,6077103,4894732572
145.022395789,10599614,6209457,5000523966
146.022550624,10424365,6090388,4909190991
147.022700387,10406843,6093062,4907054124
148.022868401,10393343,6072301,4892427372
149.023023686,10354567,6058026,4879514712
150.02317576,10332020,6044281,4869778892
151.023329666,10475510,6114598,4934579574
152.023485911,10414430,6098170,4912047786
153.023634542,10467956,6126969,4938386204
154.023800731,10372227,6052216,4875621147
155.023956405,10306839,6013659,4847592158
156.024107236,10385785,6098339,4907066403
157.024260488,10375015,6081709,4898043502
158.024411969,10385208,6073147,4894532204
159.024566849,10492437,6135212,4944382084
160.024733476,10344945,6054617,4880074907
161.024886411,10355584,6055609,4875795981
162.025040631,10330352,6035098,4863227671
163.025203745,10385429,6069917,4893175923
164.025365857,10413796,6098541,4913477860
165.025519692,10376173,6059449,4884501769
166.025685301,10491862,6148507,4948818056
167.025840746,10350327,6054406,4880635877
168.025992778,10347841,6059589,4878963663
169.026146386,10468518,6121876,4947632435
170.026303554,10483980,6140373,4944543547
171.026457406,10486895,6146849,4950232387
