time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
1.000127679,3206568808,3206705027,2254836244
2.000300268,3282667236,3282565148,2308356099
3.000450761,3277532978,3277531187,2299277531
4.000602069,3279842653,3279868381,2311456355
5.000750879,3260498032,3260472553,2296514189
6.000901204,3309463277,3309506328,2333523199
7.001043638,3304038864,3303995217,2327514219
8.001188052,3306406190,3306407774,2332753363
9.001323381,3267066559,3267063953,2301148429
10.001490505,3288713848,3288716338,2319000615
11.001637069,3287268328,3287267277,2316780344
12.001779789,3256286894,3256286303,2301931804
13.001927302,3261938262,3261937805,2301714428
14.002073561,3304421481,3304423160,2325334589
15.002213826,3260921530,3260922912,2288394168
16.00237714,3296342277,3296339807,2315062169
17.002530514,3270647380,3270648476,2299840293
18.0026719,3244876581,3244917646,2280315757
19.002809909,3258965707,3258924393,2289403837
20.00295975,3260952105,3260952464,2290681883
21.00312438,3237164193,3237163193,2269800236
22.003276033,3265943013,3265985681,2287199501
23.003429766,3300714879,3300713842,2314307759
24.003573745,3324965961,3324924905,2329488480
25.003715787,3257163216,3257164758,2285208038
26.003861145,3310812068,3310809962,2324778221
27.003999096,3265587679,3265589330,2288405926
28.004155621,3283600126,3283599502,2308587530
29.004301943,3260188439,3260187519,2292795479
30.004446206,3299647914,3299649588,2320928906
31.004596554,3261032178,3261032827,2289771118
32.00476062,3258493903,3258492143,2290867063
33.004906755,3256642814,3256642199,2285747814
34.005055529,3282440330,3282441290,2304841247
35.00519839,3294760882,3294760178,2314642704
36.005347539,3303048234,3303048181,2318791003
37.005501353,3283661615,3283661850,2312522308
38.005663153,3293293937,3293294293,2318043812
39.005801404,3263243324,3263243174,2295223203
40.005955953,3299008091,3299007330,2325272518
41.006104176,3261228504,3261229399,2296712960
42.006267366,3256699881,3256698154,2293051878
43.006416023,3271872494,3271874294,2302496058
44.006579713,3263812857,3263811977,2293907346
45.006725651,3311496452,3311495848,2325689628
46.006874868,3308719414,3308720686,2323794658
47.007024062,3309952269,3309992276,2325269954
48.007168553,3301452364,3301411618,2320487389
49.007310806,3259675193,3259673906,2291588311
50.007457652,3291085969,3291086390,2313689138
51.007599889,3307734124,3307734350,2322485000
52.007750526,3319073835,3319074799,2332031383
53.007890775,3307711477,3307711123,2323285176
54.008036607,3302393866,3302395083,2321426052
55.008183213,3334890971,3334933162,2340693934
56.008330228,3298039345,3297996019,2317760291
57.008470042,3329339938,3329339196,2339990960
58.008611986,3263403972,3263405409,2292097503
59.008759591,3303144995,3303145948,2319245773
60.008908494,3320060466,3320059172,2331776670
61.009067962,3313673824,3313713695,2328716967
62.009232469,3254468433,3254427329,2289409807
63.009380086,3301872537,3301875003,2318373914
64.009531429,3307347804,3307346560,2321916531
65.009679081,3297196002,3297196345,2318793167
66.009822021,3258572150,3258572095,2288393314
67.009965393,3256368897,3256368956,2287683615
68.010116673,3301964464,3302005389,2318613800
69.010255372,3255275021,3255233082,2289883023
70.010404247,3307714815,3307716370,2321119977
71.010556246,3298184396,3298184148,2317219145
72.010707757,3255489292,3255529579,2293067758
73.010866693,3241102077,3241060984,2281686865
74.011021905,3217082693,3217081956,2264225490
75.011167812,3274216494,3274218674,2300484829
76.011333301,3287815792,3287818872,2306515702
77.011478673,3228976580,3228972420,2267386231
78.011629036,3232931692,3232930533,2271102075
79.011781519,3246758166,3246759273,2282138582
80.011927918,3229026281,3229025404,2269399127
81.012068886,3220580442,3220622643,2261994573
82.012228814,3225349562,3225307285,2263956167
83.012377767,3301151512,3301152136,2321155585
