time,L2 Prefetches,L2 Prefetch Misses,instructions
1.000122838,15865045,11563459,4877242147
2.000304601,16039920,11693771,4907187261
3.000457674,15739473,11466878,4850815620
4.000615053,16014502,11687097,4916502542
5.000765963,16125933,11783212,4941249609
6.000916406,15775805,11512293,4831865927
7.001072438,16040797,11711139,4931138613
8.001230303,15999516,11678393,4907740657
9.001385165,15805543,11533363,4854571850
10.001539566,16075144,11733413,4915747896
11.001692344,16155596,11787955,4941152760
12.001853855,15864997,11564503,4872819080
13.002033083,16156076,11809734,4952226741
14.002195308,15671331,11425561,4812193259
15.002348785,15891799,11607134,4857744376
16.002501608,15896035,11580038,4890491448
17.002658456,16104554,11757671,4935649668
18.002811752,15760161,11490620,4830963033
19.002965776,15908168,11630854,4894147119
20.003117569,15993637,11670850,4927127835
21.003283566,15671307,11433765,4808917419
22.003441127,16114967,11787786,4930043030
23.003596223,15841876,11549981,4867450963
24.003749377,16117859,11763487,4946034093
25.003919032,15952240,11628787,4904808926
26.004071997,15685114,11421726,4807607605
27.004226481,16071975,11750994,4909870914
28.004380855,16084770,11716077,4921989383
29.004536907,16207825,11824942,4964322270
30.004687677,15627870,11403951,4796974532
31.004843034,15927221,11611230,4890404509
32.005002217,16082319,11719884,4931357210
33.005158069,16192465,11821819,4965086752
34.005315626,16088505,11730703,4921245181
35.005473004,16093593,11746680,4925993331
36.005630634,16306541,11914480,4996791672
37.005809224,16102502,11780928,4943730714
38.005976204,15753920,11499548,4829700302
39.006129332,15778053,11504793,4864677904
40.006280841,15985320,11674132,4911010495
41.00643292,16032866,11685500,4917809903
42.006600975,15737138,11506947,4819062488
43.006758749,16367589,11956604,5028431438
44.006944459,16257639,11872701,4986786944
45.007095697,15849682,11595943,4857553778
46.007252568,16311580,11915194,4986506789
47.007405878,16072997,11737935,4913911196
48.007574688,16058016,11710521,4920339464
49.007727851,15873030,11591931,4876393893
50.007884295,15681058,11451139,4804276422
51.008038863,15755242,11506208,4821185465
52.00822241,16004967,11689531,4905325904
53.008392447,16046122,11690291,4917716224
54.008543449,15868438,11570850,4843769731
55.008702648,16009410,11705482,4904547385
56.008939183,15955272,11632552,4872552982
57.00909489,15763681,11526419,4830750560
58.009248042,15953081,11628765,4895254363
59.009400343,16302157,11891004,4993290547
60.009606262,15938006,11617733,4875763335
61.009774058,15917305,11609285,4874171176
62.009953324,15815423,11533177,4860677017
63.010108452,15863416,11584767,4868881165
64.010263857,16251690,11891568,4965974547
65.010413458,15918499,11621029,4873643693
66.010569438,16032125,11714202,4895677273
67.01073802,16023829,11687363,4904035293
68.010892606,16000078,11648794,4890859640
69.011046139,15856391,11567739,4842584953
70.011205032,16023956,11708937,4896306570
71.01135487,15716928,11461374,4843509706
72.011506997,15939990,11641664,4892351062
73.011675118,16050034,11723083,4903773520
74.011860225,16034276,11697946,4902782572
75.012012259,15931955,11625265,4848453118
76.012167347,16034587,11705863,4901772041
77.01232094,16146825,11807279,4934940589
78.012534866,15786982,11501954,4836619889
79.012699434,16166966,11792875,4939296599
80.012857673,15969070,11653432,4882936108
81.013011378,15582018,11360295,4795188841
82.013242225,16021197,11687388,4913352096
83.013396679,15834757,11540938,4871008514
84.013550514,16291379,11913336,4993169531
85.013765924,15971051,11669592,4892502608
86.013923536,15765292,11502400,4826269972
87.014081611,15951863,11626336,4898952280
88.014234341,15979710,11659303,4910290096
89.014390556,15834625,11520529,4890594324
90.014546848,15767922,11517707,4840752104
91.014715065,16208655,11850596,4978512834
92.014871702,15793301,11529171,4857951618
93.01502498,15786218,11539291,4860216914
94.01517537,16160296,11810169,4978125212
95.015329377,16184146,11841490,4976613723
96.015500826,15984380,11678385,4892890302
97.015668194,15854412,11548226,4884895487
98.015821517,15640875,11413940,4813553831
99.015977498,16029720,11714357,4922102643
100.016130172,16200315,11855570,4983967244
101.016283939,15799344,11521343,4864143957
102.016447653,15941342,11646104,4883345851
