time,L2 Instruction Reads,L2 Instruction Read Misses,instructions
1.00011997,23916401,2937505,4767582465
2.000673486,24698438,3063023,4932671925
3.000831075,24288664,2989301,4847894437
4.00098585,24324957,3008055,4867336205
5.001140949,24029498,2964240,4813853976
6.001289754,24586947,3044684,4924468106
7.001442169,24385316,2984445,4894325073
8.001593702,24178845,2988242,4858442187
9.001749457,24440112,3044498,4872437894
10.001900786,24380471,3060699,4867707359
11.002051442,24394983,3054641,4882806408
12.002202465,24394655,3038945,4890948737
13.002362357,24112680,2984544,4842320368
14.002513156,23986387,2988435,4797959786
15.002659599,24436682,3043825,4896547826
16.00280765,24521718,3042492,4892389281
17.002961029,24314759,3014396,4882626349
18.003126565,24475107,3057275,4878069516
19.003291244,24562996,3047335,4915162240
20.003442785,24363583,3038156,4860776213
21.003611967,24413548,3054651,4885680696
22.003763011,24644362,3077182,4933781504
23.003931042,24522245,3066066,4902982005
24.004085515,24343499,3034627,4859602836
25.004244673,23993278,2974060,4787428823
26.004399725,24062929,3018016,4793728820
27.004552701,24482727,3058912,4914401599
28.004703351,24761411,3106335,4949457095
29.004854645,24147788,3036856,4820006777
30.005013564,24226296,3006156,4834274253
31.005177425,24526671,3052779,4922553171
32.005331667,24759998,3091638,4929211513
33.005481626,24428995,3036357,4896282270
34.005638367,24349180,3061409,4870709302
35.005801132,24920928,3107187,4982560074
36.005956405,24967791,3106993,5000267742
37.006117427,24280682,3030311,4843353944
38.006269441,24590157,3061303,4928881397
39.006419727,24372683,3013491,4863530396
40.006573825,24566524,3041475,4921668532
41.006739182,24123665,3016075,4810936142
42.00691884,24250843,3027451,4863740629
43.007080693,24941588,3111885,5004287818
44.007233415,24088032,3002310,4834264580
45.007382815,24670732,3079123,4944694835
46.007532561,24654953,3067190,4938524749
47.007690121,24477445,3056296,4902181047
48.007846027,24440718,3030294,4899634689
49.008011335,24471037,3038284,4895057075
50.008169945,24353755,3021985,4877363738
51.008317553,24475297,3036517,4932375235
52.008468725,24231447,3012578,4856947146
53.008618506,24167032,3006018,4843312601
54.008766183,24451368,3058211,4888992878
55.008922577,24460645,3033707,4912662456
56.009072496,24091270,3032034,4818740836
57.009221795,24426290,3049210,4905770740
58.009370947,24532853,3054709,4898410340
59.009519138,24377620,3068795,4865179198
60.009666425,24532168,3052588,4920346415
61.009819362,24137834,3012731,4813769661
62.00998466,24136746,3023969,4831816385
63.010138511,24495123,3056959,4890354208
64.010287647,24539184,3033964,4910376623
65.010435779,24314693,3049999,4879566321
66.010584342,24440960,3042901,4888647501
67.010736952,24377115,3037532,4888145863
68.010887606,24257791,3037139,4845373046
69.011039123,24556819,3054489,4915732581
70.011191462,24598160,3075520,4935071732
71.011348317,24469065,3006840,4887866239
72.011511217,24343548,3015880,4861499734
73.011670839,24180831,3021848,4845805053
74.011828522,24242958,3028658,4860252488
75.011979859,24912903,3119265,4993483005
76.012135627,24659032,3115060,4915097401
77.012284974,24338742,3041406,4865650587
78.012439147,24772694,3097469,4973646601
79.012599108,24617220,3037417,4946634195
80.012751669,24399809,3009954,4886012118
81.012901907,24456094,3024669,4877717570
82.013065081,24381086,3008653,4877609379
83.013220147,24301920,2992587,4878042401
84.013372649,24483155,3030745,4907112941
85.013522502,24224271,3024823,4857122136
86.013679331,24291254,3043626,4844606361
87.013831003,24862594,3092595,4975282783
88.013979787,24414294,3041383,4885094595
89.014128972,24018861,2993672,4769453120
90.014278737,24542905,3055280,4915655450
91.014437917,24342487,3011302,4875320603
92.014592827,24077110,2994998,4815218953
93.014738602,24440440,3030468,4881807770
94.014898932,24637388,3031618,4958860137
95.015049718,24558960,3039916,4911262708
96.015198257,24482067,3070283,4902620570
97.015351748,24593087,3053954,4917955759
98.015504576,23999627,2976443,4801143176
99.015662268,24523486,3037827,4923890298
100.015820797,24495063,3037011,4885920825
101.015968774,24956326,3109919,4992029125
102.016132735,24431087,3029900,4898102652
103.016289629,24484076,3069725,4885723375
104.016450548,24173194,3007100,4833068504
105.016601708,24444302,3038843,4889354816
106.016752795,24538650,3045901,4902294437
107.016902237,24412006,3028090,4888598174
108.01706029,24495256,3045606,4903078846
109.017214143,24702467,3083662,4967019732
110.017365195,24544381,3060909,4909893827
111.017524113,24701073,3042548,4959835930
112.017676379,24480564,3047548,4928329260
113.017824246,24729726,3103552,4939242021
114.017979776,24580524,3042925,4906049143
115.018133801,24472071,3060404,4882664498
116.01828757,24793372,3053338,4961848736
117.018439433,24563815,3072089,4899568007
118.018590301,24528194,3029421,4929082187
119.018739724,24579266,3049585,4901371630
120.018897644,24693544,3064152,4944524107
121.019057794,24673620,3052761,4953720175
122.019228734,24209805,3020686,4842132214
123.019376961,24827214,3092471,4953339434
124.019531541,24389448,3038418,4870722806
125.019682393,24570308,3072847,4927690644
126.019829253,24614115,3054154,4933055048
127.019983741,24514812,3063372,4901677383
128.020145126,24432704,3015652,4882966319
129.020293814,24547337,3022652,4924749449
130.020448979,24670152,3094039,4925010078
131.020596768,24878447,3106632,4966947482
132.020747815,24674483,3071635,4945004046
133.020905764,24133320,2996436,4814659569
134.021057976,24127284,3027212,4822793766
135.02120756,24548684,3033708,4912024224
136.021358205,24437103,3030247,4871384849
137.021511691,24151979,2997030,4824837668
138.02166257,24370943,3020163,4888406840
139.021821284,24732855,3069061,4941023632
140.02197574,24529455,3069737,4897484548
141.022129007,24993845,3117584,5004734095
142.022276824,24726397,3054151,4959436291
143.022444031,24569109,3023567,4920253201
144.02259446,24580900,3045584,4935561792
145.022753527,24584935,3039094,4936154471
146.022907132,24568657,3056482,4925609745
147.023060703,24781608,3093378,4946726651
148.023211726,24668210,3061074,4932352932
149.023363074,24529040,3041056,4901239684
150.023513705,24628248,3071904,4907801238
151.023671611,24519644,3039566,4924944812
152.023832399,24661477,3078436,4942194239
153.023988392,24571797,3065785,4896585567
154.024140541,24834968,3088356,4947237648
155.024291517,24613875,3066046,4915482432
156.024445488,24781969,3097986,4969496767
157.024597162,24476956,3054438,4896965352
158.024749063,24475000,3049956,4897481228
159.024897707,24646836,3079405,4935978348
160.025047561,24636195,3084951,4935813941
161.025195738,24579152,3055554,4910880494
162.025345981,24444165,3037070,4873332393
163.025667157,24499825,3047996,4901066066
164.025816621,24637080,3061943,4951831915
165.025963957,24542271,3041210,4899116360
166.026112522,24508792,3048104,4908469014
167.026266378,24722198,3107660,4936695353
168.026424175,24493011,3049420,4911444940
169.026576017,24688604,3062243,4937286311
170.02672619,24490906,3039513,4912219057
171.026873932,24775803,3080692,4953684804
172.027022646,24408209,3036045,4885793943
173.027169765,24934812,3112419,4988226796
174.02732201,24636038,3061557,4913151957
175.027485166,24568341,3061412,4924192122
176.027642001,24486623,3044927,4884241249
177.027791143,24655807,3082531,4921016700
178.027951196,24518274,3065824,4896087822
179.028099,25024779,3129303,4993148654
180.028254306,24476894,3046456,4923480659
181.028411376,24501717,3067962,4885259773
182.02856737,24618892,3060772,4943319330
183.02873263,24549002,3064501,4896202786
184.028887366,24905558,3093072,4982516082
185.029041901,24144646,3012180,4819636662
186.029196706,24359710,3051075,4892438105
187.029345419,24404193,3027877,4874741131
188.029494033,24370078,3023251,4884058483
189.029641524,24512461,3068815,4881521295
190.029792314,24356658,3028852,4887321677
191.029938966,24448370,3025193,4909085694
192.030094989,24473692,3040131,4914407541
193.030250017,24106302,2995598,4810387402
194.030401611,24235358,2987383,4864368731
195.030554297,24554185,3040193,4938919255
196.030704156,24569925,3074630,4915288662
197.030853487,24122911,3002838,4816050020
198.031011994,24338032,3026356,4882833129
199.031167861,24667125,3076280,4913595412
200.031320404,24690963,3079069,4945618948
201.031468048,24574397,3075319,4919140814
202.031684929,24449760,3033164,4890265352
203.031847079,24615644,3064506,4926086494
204.032011016,24479441,3055034,4888144673
205.032164863,24315799,3049104,4842547716
206.032313674,24182772,3024939,4843255191
207.032461877,24867746,3094539,4976316721
208.0326116,24447991,3056427,4883466918
209.032768055,24324075,3042089,4863105709
210.032927392,24548316,3064687,4905746605
211.033079178,24394497,3043642,4874553515
212.0332453,24155934,3010285,4856796959
213.033407198,24555876,3043708,4928922231
214.033556111,24470320,3071606,4880299246
215.033712166,24636678,3077158,4910778838
216.033870807,24327295,3023542,4890881529
217.034029345,24186596,3019134,4844863625
218.034177024,24272995,3013060,4851659629
219.034326557,24807143,3080031,4904714920
220.034480914,24398793,3046377,4873704075
221.034628545,24746045,3097066,4960954386
222.034792042,24504782,3035447,4910227753
223.034956022,25083040,3131742,5030002389
224.035107279,24190652,3024291,4848744192
225.035257752,24559271,3060505,4917270157
226.035404692,24460049,3037481,4930164007
226.87581553,19435009,2420924,4171963087
