time,L2 Read Hits,L2 Reads,instructions
1.000110862,16259913,23084977,4862298268
2.000289667,16519184,23841952,4946267341
3.000437549,16390093,23655245,4910201971
4.000591154,16444537,23729263,4927257122
5.000750372,16583110,23921832,4961001297
6.000898275,16412441,23668789,4910987386
7.001043115,16646132,23973761,4992711134
8.001191266,16414210,23649766,4906888354
9.001342002,16319476,23516974,4885947268
10.001491261,16424994,23730030,4919891584
11.001635257,16418587,23710564,4915850235
12.001785852,16508607,23810669,4936807666
13.001935003,16452832,23727778,4924288425
14.002086506,16384754,23615852,4898212700
15.002238036,16491255,23825764,4942958241
16.00238465,16381686,23621310,4888917828
17.002533153,16436678,23727594,4926496124
18.002686335,16461502,23790712,4930397029
19.002834524,16515771,23844631,4953110003
20.002985252,16361865,23609675,4886982098
21.003149442,16531558,23881012,4953349950
22.00329744,16595807,23989477,4974874262
23.003448358,16380469,23618895,4896868969
24.003598843,16370040,23645654,4905973818
25.003753364,16343905,23598292,4885667630
26.00389986,16372958,23660342,4898051510
27.004050816,16468513,23791329,4932509449
28.004199336,16352860,23630446,4892586451
29.00434603,16324342,23573145,4889204970
30.004494692,16312742,23513607,4881183128
31.004659419,16511104,23833845,4944574932
32.004810016,16392357,23661445,4905623150
33.004965428,16343870,23576833,4890427949
34.005121049,16458580,23791277,4931228832
35.005276795,16204697,23401111,4856474084
36.005426603,16125595,23288566,4834371654
37.005576422,16153517,23369947,4837823363
38.005725072,16236797,23430801,4863902460
39.005871216,16232865,23417949,4857440705
40.006021804,16201193,23375989,4855575112
41.006174563,16305162,23553633,4883593041
42.006349475,16578596,23963151,4972983361
43.006499092,16065069,23207119,4815946607
44.006648122,16410930,23675071,4916157517
45.006799633,16236509,23453749,4863371232
46.006955852,16209084,23439184,4861998882
47.007102222,16521684,23875532,4953633509
48.007252921,16246247,23441987,4867442779
49.007411083,16189034,23353391,4847725524
50.007557959,16490310,23831180,4943108291
51.007705528,16547518,23904427,4966925808
52.007855693,16209891,23426340,4865196837
53.008006103,16211634,23406113,4849861019
54.008171236,16274139,23554257,4879007287
55.008320909,16457793,23779896,4939571535
56.008466112,16244269,23492797,4863291766
57.0086168,16361350,23640616,4903801707
58.008781217,16302702,23560487,4884590004
59.008933674,16264903,23521266,4874437783
60.009082951,16083265,23219553,4829040221
61.009226542,15992854,23076382,4794410232
62.009394048,16559403,23884533,4959289293
63.009541564,16181277,23320438,4842882225
64.009689201,16401056,23671055,4918506775
65.009836773,16205284,23412652,4855208417
66.009986601,16281925,23528788,4880950192
67.010140238,16087947,23171026,4822145752
68.010286292,16329651,23592771,4899900312
69.010432653,16284914,23488601,4875074156
70.010587107,16226387,23418047,4854476826
71.010734212,16140754,23275465,4840826214
72.01088541,16111801,23222616,4821871823
73.011034852,16250562,23462334,4871457500
74.01119082,16349319,23602779,4893528220
75.011339496,16639599,24068845,4989865122
76.011485459,16549490,23935570,4954484086
77.011633537,16255672,23465212,4865689274
78.011785588,16368715,23654327,4904160281
79.011951929,16149754,23311536,4834223543
80.012105094,16545644,23904380,4962772790
81.01225174,16401155,23686193,4917846123
82.012414388,16456988,23776341,4934428845
83.012563449,16298615,23523641,4882364772
84.012715029,16105760,23240465,4823318609
85.012870059,16138106,23323459,4832837676
86.013029656,16545331,23921941,4961790203
87.013184105,16474034,23809618,4945219545
88.013331096,16095278,23223847,4823932784
89.013479949,16059620,23165947,4805638645
90.01363136,16088542,23217218,4826371330
91.013785055,16215999,23370805,4860879224
92.013937094,16144137,23302531,4837393873
93.014083729,16367129,23602446,4903792168
94.014231226,16364320,23588081,4903475473
95.014386727,16174609,23322541,4845923884
96.01454376,16278231,23518991,4877080426
97.014697989,16177456,23316235,4841859518
98.014842621,16300824,23482996,4871236123
99.014993559,16339385,23608456,4903173459
100.015141134,16165346,23344327,4843291667
101.015291944,16406809,23713591,4919999336
102.015471366,16588444,23970347,4972591070
103.015628573,16184414,23395130,4845875273
104.015779725,16357705,23632925,4907331279
105.015931549,16357935,23636179,4905186846
106.016081267,16217435,23418802,4859866770
107.016231701,16229788,23418569,4862947694
108.016384839,16036717,23136239,4797645001
109.016539654,16312192,23550690,4893231545
110.016691261,16626257,24012619,4983514539
111.016837246,16578123,23933520,4965353718
112.016985872,16539901,23926468,4968378451
113.017134449,16248856,23488323,4871755707
114.017288727,16293835,23526955,4885673181
115.017438105,16540621,23920004,4961282398
116.017590366,16243189,23438772,4865495518
117.017741892,16347761,23645879,4903428744
118.017889894,16253527,23449834,4879098585
119.018043718,16123948,23247576,4824247610
120.018199401,16395821,23668730,4912622042
121.018349367,16114161,23223739,4822406374
122.018516824,16289049,23538698,4881870061
123.018670352,16407910,23723880,4923907759
124.018816399,16065615,23185303,4807869131
125.018964693,16221598,23418922,4862385231
126.019114978,16245962,23427726,4862698738
127.019263134,16262916,23497004,4875717702
128.019412852,16190990,23343405,4839707726
129.019561249,16313344,23504046,4884854650
130.019709741,16549622,23885915,4953821800
131.019866253,16418429,23713665,4927664821
132.020025546,16580937,23955777,4969359152
133.020173671,16347530,23586188,4895660884
134.020322931,16368675,23616808,4897370116
135.020471075,16229083,23378167,4853923612
136.020617331,15978711,23043150,4781168105
137.020781382,16297043,23523369,4880275445
138.020933931,16193374,23351634,4846683801
139.021083848,16173580,23352010,4849882030
140.021233093,16369456,23652192,4904054868
141.021383367,16545810,23924628,4963640888
142.021534467,16335371,23607682,4899570287
143.021696436,16383231,23596800,4905809391
144.021846964,16169365,23309005,4840425894
145.02199444,16204264,23399893,4865951518
146.022142278,16285867,23499226,4886849792
147.022289813,16245893,23438318,4860811281
148.022436532,15967159,23049915,4785640623
149.022585567,16234752,23451082,4868017640
150.022740897,16271964,23505676,4876730903
151.022894344,16158474,23325664,4841419331
152.023043142,16426612,23725529,4924941099
153.023197873,16338604,23614209,4902624067
154.023358933,16414738,23716981,4908140077
155.023511963,16154595,23355145,4853693679
156.023663006,16098351,23253008,4831613219
157.023811511,16230597,23472269,4873140796
158.023962568,16189884,23408303,4859171936
