time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
1.000126244,5074957593,5075088170,2070790650
2.000322917,5086121993,5086066423,2076418592
3.000478382,5098716031,5098710045,2081931250
4.000628802,5099288292,5099288890,2080659575
5.000779393,5120050532,5120048054,2083578609
6.000935416,5145643931,5145644596,2100225262
7.001087209,5121754263,5121752963,2094675866
8.00123718,5142599434,5142599116,2099487226
9.001384581,5125685984,5125649247,2093220055
10.001534439,5105854179,5105892867,2086992495
11.001684354,5106193994,5106194014,2087642059
12.001839032,5099436222,5099438093,2079656334
13.001993152,5116910563,5116909147,2084880075
14.002143679,5078588456,5078587373,2069711026
15.002292332,5107361225,5107360125,2081123382
16.002436637,5152617227,5152621837,2106472198
17.002588849,5125507186,5125502641,2093427780
18.002739392,5096553922,5096517548,2081158782
19.002892632,5133583945,5133625226,2096544731
20.003042435,5082246481,5082202533,2075347682
21.003202234,5124704070,5124742910,2094202496
22.003359894,5091632634,5091642029,2064704577
23.003511993,5141346113,5141336667,2089067875
23.492754053,2497213015,2497178041,1021481988
