time,L2 Prefetches,L2 Prefetch Misses,instructions
1.000106547,5758414,4178084,6850222958
2.000284695,5825191,4215212,6972668232
3.000429817,5704353,4155736,6919486300
4.000573258,5696094,4148022,6885836759
5.000723466,5784068,4214317,6949866026
6.000874901,5799485,4219781,7000086734
7.001025634,5796757,4207733,6967819800
8.001175553,5801370,4214788,7001970361
9.001316345,5870076,4227046,7001964934
10.001458337,5759062,4168213,6919273721
11.001605486,5815375,4204334,6951558640
12.001756672,5845243,4218823,7002402969
13.001897116,5808886,4207309,6932331488
14.002041185,5804920,4208146,6973166360
15.00218384,5783728,4178771,6964533780
16.002321385,5805653,4218926,6967007796
17.002469221,5871671,4273733,7032932574
18.002628532,5820843,4232592,6974270259
19.002773283,5774804,4182098,6899106009
20.002914653,5826925,4234972,6967050047
21.003068429,5811556,4216076,6948052333
22.003207025,5729759,4156750,6911338377
23.003413564,5813149,4208401,6946932583
24.003572598,5819757,4218391,6944873222
25.003714441,5718633,4160703,6863886835
26.003858818,5777408,4167581,6935890196
27.004004921,5811480,4239724,6980442560
28.004146214,5808625,4222815,6991162144
29.00428961,5711444,4158341,6918201881
30.004436673,5856614,4260786,6996754143
31.004588915,5753454,4178436,6955278999
32.004733822,5854298,4274374,6999648127
33.004878252,5811108,4226631,6990151572
34.005020605,5722220,4159998,6908944250
35.005176487,5867525,4261944,7024968612
36.00532695,5822267,4234424,6984784098
37.005470771,5803907,4225002,6970733539
38.005611383,5828168,4231742,6992006149
39.005761368,5931285,4326657,7049481932
40.005901344,5877436,4250594,7012057093
41.006035087,5924329,4293921,7019293804
42.006207357,5875531,4249578,7018240018
43.006352953,5917805,4298951,7026314918
44.006493036,5860753,4248336,7021656598
45.006632622,5894881,4289714,7027908625
46.006770965,5878117,4251340,7010512372
47.006920052,5836394,4234375,6960156098
48.007077668,5879519,4254201,7019894381
49.00722061,5821107,4193909,6943568616
50.007374828,5929139,4285530,7040124157
51.007514006,5869924,4242730,7010937761
52.007653804,5926740,4286387,7022454828
53.007793581,5774695,4218492,6947958167
54.007947205,5821206,4234067,7006894550
55.008089792,5836451,4216740,6926628497
56.008231168,5840048,4235031,7006009542
57.008374444,5930946,4285212,7023286318
58.008522475,5855115,4226343,6965077505
59.008686951,5851463,4234852,7024313310
60.008829392,5885872,4281632,7028736990
61.008972158,5774713,4180859,6935220042
62.009149786,5880645,4288648,7019532890
63.009298591,5856921,4247204,7022732692
64.009438842,5909672,4285123,7025853373
65.009600381,5814550,4218370,6964335237
66.009734036,5842040,4230315,7008570663
67.009883614,5902128,4290361,7056355890
68.010035406,5863033,4274173,7040872937
69.010173914,5842208,4237855,7010550792
70.010318173,5881250,4273695,7009978521
71.010464951,5852673,4248654,7042431003
72.010616079,5909585,4280588,7061336623
73.010770417,5853272,4233763,7010978760
74.010914015,5849901,4268821,7016047257
75.011064302,5870115,4265890,7053175863
76.011204313,5830742,4231872,7010190704
77.011347857,5791760,4223435,6939853951
78.011502053,5797720,4241342,7002367411
79.01165197,5889761,4287819,7053149935
80.011797255,5826378,4235235,7008555520
81.011941961,5898264,4283329,7055652753
82.012115162,5834215,4241827,7006922795
83.012268315,5910454,4295756,7042200780
84.01240708,5825798,4218916,7010673491
85.012548819,5868953,4268939,7015353696
86.012688435,5823933,4232744,7009124082
87.012828852,5845327,4232738,7012514410
88.012982541,5873134,4276505,7020187264
89.013148346,5836738,4240928,6985203876
90.013286632,5860919,4243855,7011670345
91.013427804,5847623,4233064,6943837730
92.013574167,5901901,4290701,7047166634
93.013716098,5856902,4245746,7014409065
94.013867784,5889631,4286693,7000108005
95.014018941,5841426,4237925,6970420776
96.014156235,5826101,4234255,7010283859
97.014294453,5797286,4228293,6945081372
98.014440527,5885581,4279315,7059175716
99.014588746,5919218,4272250,7050869683
100.01472933,5849962,4251068,7014710820
101.01488127,5868314,4240029,7001103023
102.015030871,5865392,4284255,7010247614
103.015172231,5837059,4242272,6984206497
104.015318223,5856503,4241678,6979144260
105.015462978,5906765,4245551,6999396780
106.015622253,5870952,4281688,6979468784
107.015776818,5842540,4235438,6964782916
108.01591789,5873938,4259632,7015204315
109.016057612,5822604,4227158,6939598742
110.016198252,5845751,4242204,7004491843
111.016340633,5832387,4243144,6999787558
112.016501275,5930518,4301630,7050853288
113.016666729,5851209,4251554,7005608507
114.016820272,5900273,4285006,7051208562
115.017003772,5881087,4283759,7051924471
116.017180747,5897854,4293171,7053444407
117.017318967,5849985,4226832,6977180429
118.017462407,5747511,4174727,6892889171
119.017617541,5789654,4207167,6885523547
120.017760662,5764360,4186095,6858218855
121.017905979,5728789,4148243,6857321312
122.018071886,5816177,4230425,6978617477
123.018216189,5820066,4216877,6936953556
124.018359152,5749346,4159382,6911113933
125.018504217,5715957,4147566,6795001549
126.018654986,5825512,4223531,6927536194
127.018802729,5798189,4195084,6940654539
128.018943962,5908461,4271446,7012729079
129.019087428,5872802,4246737,6975157921
130.019230628,5800689,4202313,6887118719
131.019380167,5802562,4227985,6896901144
132.019521453,5842138,4235995,6954700534
133.01966142,5760997,4179618,6863690159
134.019802789,5847727,4247299,6974158677
135.019943642,5836060,4243098,6979374963
136.020102318,5829407,4232601,6948272139
137.02025626,5768508,4174376,6815495694
138.020397593,5737926,4177645,6868887764
139.020542482,5747476,4174956,6861102396
140.020686887,5741214,4179743,6850272910
141.020829893,5757523,4175307,6811431207
142.020971275,5761713,4168352,6819949624
143.021153102,5763791,4186090,6862740222
144.021296879,5742938,4173724,6809190398
144.867538128,4914624,3573037,5827214439
