time,L2 Prefetches,L2 Prefetch Misses,instructions
1.000115445,21815848,16980927,6575015411
2.000298621,21876401,17038605,6598922241
3.000446784,22186473,17271723,6682815911
4.000600016,21987359,17103390,6614499479
5.000752568,21956501,17099808,6612509442
6.000898311,21968189,17127838,6625338084
7.001047804,21873535,17054849,6572474409
8.001204529,22089876,17224886,6642456833
9.001361445,22153341,17289929,6668328259
10.001506819,21807443,17003781,6571247837
11.001671439,22034853,17205951,6637443716
12.001822066,22058610,17208000,6634044139
13.001982907,22530060,17572542,6782361332
14.002137985,22493694,17552480,6745031619
15.002298571,22511552,17552787,6738588896
16.00244622,22361639,17436250,6718965331
17.002598816,22142839,17241700,6651343076
18.002746059,21995566,17132667,6605448473
19.002902051,21944605,17084040,6584696896
20.003059102,21977260,17114866,6600711975
21.003233415,22215311,17299572,6653164798
22.00340112,21910929,17078110,6582493329
23.003569509,21938424,17091595,6576368344
24.003731345,22052953,17194816,6620225980
25.003882753,21930603,17100580,6612124746
26.004039566,21992281,17165096,6636106464
27.00418582,22006087,17149493,6632192361
28.00433733,21801810,16972154,6549397308
29.004488616,22083690,17205581,6630515058
30.004633229,22201681,17329850,6680403788
31.004786012,21873392,17032170,6569052327
32.004942377,21942532,17099233,6595974131
33.005094534,22277819,17390036,6706106832
34.005244901,21898910,17031265,6567801460
35.00540039,21934677,17089947,6580405100
36.005568604,21964194,17112290,6585993839
37.005732835,22078941,17191214,6620876079
38.005890724,22316138,17404314,6703536404
39.006053796,22268199,17385199,6702528456
40.006208385,22146273,17245683,6654851091
41.006365646,22097420,17227322,6646044787
42.006530296,22020992,17166767,6615801241
43.006680811,22009716,17156667,6607925527
44.006832427,21980895,17113605,6591560353
45.006991607,22236379,17320827,6660418583
46.007144915,22140430,17269316,6628209607
47.007295999,22089287,17218147,6614791803
48.00744667,22142912,17253171,6627728612
49.007609115,22171215,17284119,6631421092
49.862582818,18835049,14675628,5640155516
