time,L2 Instruction Reads,L2 Instruction Read Misses,instructions
1.000115038,19788111,3581876,6524287056
2.000297872,19727031,3572927,6539723624
3.000450422,19856912,3593067,6596501394
4.000601891,20102012,3637952,6651848606
5.000757677,19744779,3578163,6601652878
6.000909316,19692736,3564028,6582569313
7.001059206,19651221,3569010,6571504396
8.001207873,19750660,3594234,6578861926
9.001355326,19559775,3576080,6602880618
10.001508509,19515902,3549996,6533274758
11.001660301,19628605,3585826,6595510502
12.001804118,19555010,3570367,6596998997
13.001960027,19879013,3620770,6652544009
14.002110287,19455596,3558812,6571646337
15.002260073,19600666,3577930,6588719505
16.002411857,19457024,3572833,6573495424
17.002562261,19645843,3574590,6569771674
18.002713853,19439966,3554910,6570356342
19.002882084,19672346,3612846,6585939994
20.003029167,19702793,3607940,6581957213
21.003198247,19599403,3577067,6584832247
22.003347738,20045676,3638894,6684338321
23.003501291,20040950,3647025,6677607132
24.003650387,19930564,3616951,6688006810
25.003798838,19550503,3556254,6558042591
26.003950183,19640350,3580081,6633349158
27.004100504,19631775,3571323,6582147762
28.004254647,19743603,3582779,6599267078
29.004403464,20000230,3613783,6623868544
30.004558868,19627820,3570260,6641858577
31.004711233,20019540,3637059,6672667375
32.00486614,19591880,3566898,6544430056
33.005016662,19436365,3561103,6579304634
34.005181757,19816905,3578570,6566506723
35.005332323,19996747,3643246,6685208648
36.005492884,19690639,3588390,6578561249
37.005654369,19639932,3584323,6538262745
38.005811115,19543830,3554273,6545382111
39.005973109,19660502,3594514,6638496841
40.00612833,19589177,3564953,6537338209
41.006284495,19859472,3615087,6655771580
42.006449322,19636591,3583489,6591264406
43.006601049,19807045,3625601,6668786485
44.006763809,19692817,3586762,6570741896
45.006918165,19513083,3555416,6550308014
46.007070525,19552262,3564644,6555813518
47.007221053,19788311,3626043,6682994436
48.007374223,19566101,3581141,6599318004
49.0075276,19684096,3581381,6590517200
50.007679403,19715924,3600477,6602989954
50.109571185,2090152,376702,688005857
