time,L2 RFOs,L2 RFO Misses,instructions
1.000110043,9385408,4991609,5935326545
2.000286053,9424800,5009592,5960431401
3.000430095,9482664,5052354,5982625098
4.000584012,9488255,5050628,5985445048
5.000732172,9483861,5052133,6002440368
6.000872031,9421345,5015512,5936460824
7.001011154,9535154,5072975,6019516603
8.001163278,9479813,5043487,6006087568
9.001314813,9436500,5020148,5932716391
10.001467153,9481097,5038762,5986017844
11.001612855,9451175,5027316,5967925832
12.001772566,9384871,4994407,5928595560
13.001926667,9445478,5027555,5965175541
14.00206607,9364186,4981760,5916468218
15.00220421,9552140,5087282,6024354536
16.002353785,9548770,5078281,6031785133
17.002502893,9465291,5046108,5977625176
18.002644753,9344969,4970420,5919414485
19.002796187,9508795,5070993,6023136419
20.002949052,9425270,5020847,5946844981
21.003109316,9497822,5050795,6043387044
22.003269008,9571840,5088103,6037451604
23.003413097,9427876,5027284,5998478351
24.003569157,9559809,5103391,6051259470
25.003720044,9445939,5034131,6016359787
26.003865202,9341893,4985890,5932494509
27.004012279,9478363,5044694,6001733327
28.004165352,9512986,5065670,6024435791
29.004315513,9503012,5052069,5989099745
30.004465557,9390559,4991550,5967147415
31.004612987,9441130,5018199,5972531859
32.004763829,9412796,5010891,5968559897
33.00491195,9383056,4988915,5961279385
34.005061683,9464060,5037650,5984339778
35.005205444,9457831,5043302,6000098432
36.005363267,9371380,4981113,5935547238
37.005514695,9311006,4955765,5910306300
38.005664961,9329787,4964226,5908263996
39.00581392,9388767,5003003,5956082860
40.005969262,9582280,5099777,6091501846
41.006118033,9399265,4999843,5953297353
42.006468042,9320012,4963060,5902607714
43.006640546,9347833,4969332,5927011027
44.006811693,9340792,4971199,5931764689
45.006974582,9404057,5007727,5960304647
46.007134362,9456827,5030344,5985970939
47.007311527,9461331,5039147,6009254700
48.007471305,9513755,5066952,6055493957
49.007631614,9417868,5022407,5947103957
50.007790734,9326183,4964584,5907891584
51.007965194,9376127,4992750,5950057301
52.008127587,9424470,5023474,5981090691
53.008301339,9337034,4970329,5920457676
54.008465139,9430869,5026497,5984968690
55.008627148,9392772,5000540,5958006202
56.00878489,9417401,5010017,5991549706
57.008950815,9394890,5016138,5955105264
58.009120844,9390015,5001568,5936973549
59.009286967,9310945,4943066,5942403970
60.009450225,9339477,4963894,5917772489
61.009612211,9422997,5006556,5955860893
62.009789973,9351184,4982999,5923326526
63.009951871,9345095,4973568,5941940131
64.010129439,9402088,5011727,5964019131
65.010290431,9321813,4960493,5934095346
66.010452084,9378070,4996530,5934756198
67.01060982,9381893,4998054,5926421909
68.010771338,9330198,4966591,5921389506
69.010933344,9424666,5013089,5975046644
70.01110832,9413390,5012439,5977810082
71.011279088,9383779,4995013,5966714614
72.011438832,9399872,5004012,5961574319
73.011599724,9403091,5015753,5966403820
74.011765563,9346293,4979528,5922513113
75.011924793,9394244,5004540,5969861870
76.012086358,9412856,5021271,6001128659
77.012250572,9365674,4998357,5934915438
78.012411417,9306502,4961420,5910153213
79.012572416,9405468,5003843,5975056639
80.012735474,9409675,5004482,5967946397
81.012903466,9467041,5043409,5991591314
82.013077657,9412028,5011243,5991655150
83.013237638,9506032,5056025,6033680520
83.27973906,2580753,1379665,1625574074
