time,L2 RFOs,L2 RFO Misses,instructions
1.000108717,2157907,914223,6849763828
2.000282442,2161063,883240,6820284054
3.000425475,2159082,900464,6853457104
4.000566426,2134582,896622,6877821374
5.000717487,2138497,897286,6891097160
6.000869743,2207861,928712,7039811714
7.001040816,2174237,915050,6945568031
8.001199396,2165979,912838,7020793025
9.001359085,2211607,926633,7086221680
10.001513302,2199637,912462,7049292243
11.001661418,2172670,913177,6953447998
12.001805861,2186963,912620,6983330599
13.001952651,2158580,895240,6890640420
14.002099315,2172887,911581,7021201528
15.002242509,2175663,910465,6932304828
16.002386371,2137005,896057,6826384569
17.0025386,2155949,897235,6947542074
18.002689746,2158603,908411,6922180115
19.002837169,2136389,891413,6826816543
20.002985721,2119068,878896,6813119670
21.003141981,2092824,877067,6751884767
22.003301148,2154495,893011,6860884731
23.003450794,2149443,894854,6832127973
24.003604086,2138338,896961,6893379554
25.003749611,2130994,893032,6810413266
26.003897949,2094877,875785,6771145295
27.004050553,2158730,910730,6940143642
28.0042177,2157216,912325,6916849194
29.004371372,2158721,895552,6903633566
30.004524101,2167461,910143,6916221426
31.004672534,2158405,893741,6900522539
32.004827341,2148637,911062,6903216791
33.004977934,2130406,894055,6920457582
34.005127617,2165098,907867,6939234741
35.005312777,2170875,911181,6948552867
36.005459841,2156161,910067,6933309212
37.005603151,2139173,891889,6861116649
38.005754122,2141591,894630,6851075555
39.005894592,2116959,880508,6855074415
40.006054596,2120800,881597,6875084635
41.006211207,2116233,904298,6911738355
42.0063781,2141693,904564,6975103352
43.006529929,2130674,889094,6907367198
44.006679615,2117210,889551,6881229805
45.006826084,2141321,903253,6889508291
46.006975766,2129143,889500,6898872850
47.007125772,2143984,903261,6932913738
48.007274329,2171775,905073,6946634242
49.007416024,2151642,903580,6942409783
50.007561252,2160075,906694,7003835702
51.007704413,2162625,906430,6975641993
52.007861174,2124136,888709,6876992682
53.008016204,2153069,904697,6895283741
54.008166325,2158338,909419,6959706927
55.008304524,2138126,894353,6906466437
56.008454089,2145274,890298,6859894202
57.008593824,2123262,903979,6901662365
58.008745894,2178688,905321,6932644400
59.008939403,1717808,720421,5526930769
60.009119279,1945168,811735,6286051777
61.00927389,2143281,891807,6900091629
62.009441584,2108730,886875,6837320490
63.009589096,2169243,906340,6929969061
64.009728154,2138792,883965,6870265925
65.009873892,2107480,888943,6848362772
66.010027715,2178151,905921,6893679448
67.010171417,2152454,888670,6856976171
68.01032363,2135746,888882,6897758363
69.01046828,2110700,888776,6785509715
70.010615861,2136658,890335,6860713925
71.010765716,2133062,888996,6885345107
72.010933462,2210740,917555,7002750317
73.011084919,2134203,888510,6899629329
74.011235284,2159844,906052,6915543827
75.011387186,2191218,905012,7019255909
76.011538524,2173901,905105,6940300654
77.011700503,2137724,892006,6882980874
78.01185024,2166173,916455,6891673765
79.012000977,2187110,912801,7018536758
80.012154625,2153233,901379,6895660183
81.012299053,2108931,876050,6780003448
82.012461545,2154278,891917,6883336275
83.012610514,2157002,905465,6933590857
84.012758096,2115598,890247,6868083961
85.012898589,2114621,889992,6815273510
86.013045318,2142079,893247,6890400919
87.013188067,2132629,892700,6839189474
88.013338694,2164307,901450,6870870767
89.013490373,2119946,887171,6891010210
90.013652026,2183368,903421,6987572806
91.013805193,2148564,902802,6891343119
92.013957889,2146630,887721,6842140488
93.014106848,2121499,873967,6814907446
94.0142554,2146320,903985,6895646689
95.014409969,2137741,885501,6829004939
96.0145559,2136641,884944,6837344533
97.01469902,2140930,888244,6864275065
98.014849145,2123565,891594,6830214245
99.014993439,2134331,892488,6832058723
100.015140939,2119924,889327,6838611162
101.015291858,2159645,889155,6842978127
102.015638369,2158954,889316,6927308017
103.015799581,2199965,914582,7037186079
104.015950201,2177536,901028,6959132468
105.01610685,2171858,899594,6936713207
106.01625437,2144640,885823,6914617537
107.016412519,2156478,883669,6864762230
108.016565151,2165085,898631,6902988186
109.01672501,2173106,897938,6909432464
110.016882905,2124669,874796,6826799497
111.017033036,2141594,886658,6845331225
112.017188387,2192032,914903,7015575394
113.017355578,2144264,886715,6921611042
114.017505345,2151775,901479,6914401241
115.017647462,2140898,886488,6835361955
116.017797725,2158062,888187,6818867489
117.017950355,2208629,909250,6959444755
118.01809787,2167824,893934,6914402784
119.018251786,2180623,903353,6965269330
120.018402755,2181215,901706,6896431575
121.018554227,2162277,887418,6846220540
122.018719586,2139778,890638,6834493688
123.018873082,2140412,888112,6879060006
124.019022715,2182006,901261,6945496720
125.019165137,2141970,887542,6859039390
126.019318525,2137400,902200,6898808557
127.019471391,2151715,893670,6937322065
128.019621403,2178548,906670,6922895732
129.01978021,2165361,895486,6854452475
130.019929337,2154460,888910,6896506221
131.020081215,2133402,893309,6904328633
132.020229233,2167678,891857,6954083463
133.020379782,2120941,890320,6873076546
134.020531668,2142876,906478,6899516521
135.020679851,2134897,891772,6898044784
136.020836451,2184052,905634,6951986447
137.020985793,2129081,887898,6863423934
138.021134886,2170503,885063,6855629835
139.021292753,2159602,901282,6869051347
140.021445971,2118791,886014,6860524828
141.021596692,2120013,871365,6792882200
142.021749171,2143931,900297,6863354150
143.021913373,2098319,870976,6783514142
144.022059132,2178126,900167,6897109071
145.022217411,2136995,884536,6829161736
146.022372109,2141483,885142,6904103406
146.767836827,1637546,685405,5204878680
