time,ICACHE.IFETCH_STALL,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
1.000168181,6047038,43853562,43853562,70386367
2.000390035,5736766,40665929,40665929,68174151
3.000580176,5938561,41827879,41827879,70154609
4.000787436,5249295,37299988,37299988,62336314
5.000968801,6130776,43745186,43745186,72242884
6.001167069,6096121,44542852,44542852,72704961
7.001365643,5583999,39634379,39657810,66701937
8.001560677,5320580,44173851,44150420,64227417
9.001752915,5604915,39246577,39246577,66627674
10.001947012,5206354,35573769,35573769,61287981
11.002135933,5654653,38647124,38647124,66067199
12.002331464,5935098,47667276,47667276,69946679
13.002526318,5886687,41700142,41700142,68682539
14.002758865,5668715,38972509,38972509,65952266
15.002939866,5608705,39206899,39206899,66985179
16.00318499,6914561,55358846,55358846,81503771
17.003413808,5865455,41840456,41877479,70139708
18.003616935,5258872,37407435,37370412,61128373
19.003806206,5379974,38339451,38339451,64195880
20.004002204,5272329,44378144,44378144,63709217
21.004204151,6127902,42982138,42982138,72728026
22.004397185,5635935,40538754,40538754,67578112
23.004589,5620841,40527581,40527581,67616531
24.00475868,5119474,43109820,43109820,62093063
25.004946925,5957019,42634567,42634567,69392652
26.005138832,6136532,44046804,44046804,73097443
27.005338736,5520656,39172002,39172002,65780026
28.00553267,6322376,56689619,56689619,75252774
29.005739378,6752950,48361227,48361227,79029721
30.005912239,5978370,42588665,42588665,71276444
31.006107176,5794661,47412163,47412163,69916079
32.006318834,5536485,39129267,39129267,65410386
33.006505418,5793064,40658650,40658650,67540398
34.006721849,6253370,50079783,50079783,73383361
35.006907266,6297122,45223748,45223748,73102659
36.007095371,6094103,43849600,43849600,70152672
37.007308881,6042437,49142600,49142600,72442941
38.007511886,5557778,40601274,40601274,66349178
39.007699533,5969584,43211888,43211888,70092513
40.007892924,5949422,51104512,51104512,71691510
41.008110505,6598964,54593023,54593023,78366569
42.008321319,6886346,59803487,59803487,82550127
43.008546793,6285067,46829092,46829092,74383068
44.008746707,6107991,53497050,53497050,72611880
45.008950868,6375340,47154478,47154478,75467268
46.009149512,7142081,61975984,61975984,84893533
47.009376533,6735883,55782419,55782419,79506259
48.009597235,7029109,56914520,56914520,82441748
49.009816711,6719098,57455439,57455439,79338434
50.010045966,6767337,64331400,64331400,80704741
51.010253623,6716678,63277634,63277634,81167683
52.010469011,7282705,67312075,67318618,86163349
53.010681415,6460022,55632820,55626277,77914736
54.010908376,6639478,64667944,64667944,80415551
55.011137093,7710013,67809227,67809227,92023519
56.011347328,6501438,62134435,62134435,78318257
57.011573305,7768863,81472862,81512104,94356290
58.011809594,8340865,90768799,90729557,101238075
59.01202029,6881968,63731815,63731815,82071859
60.012247871,8528630,90650188,90699090,104175750
61.012474168,9276413,102846543,102839676,112824239
62.012908706,9174840,106932259,106890224,112142555
63.013144267,9756439,117367637,117367637,120416070
64.013367391,10722225,125072330,125072330,130802581
65.013585529,10986186,135206111,135206111,134217448
66.013806016,11102641,150848075,150848075,138012273
67.014045664,11779770,158024591,158024591,147097245
68.014270653,14802931,207946718,207991902,182512511
69.014503212,16672183,249807791,249762607,209806436
70.014772346,21506133,346965647,347047164,272910889
71.015001627,24547255,397666615,397585098,309214809
72.015214382,33424920,575129394,575129394,425479473
73.015430979,46192239,852608472,852608472,597879313
74.015656591,73754354,1412948626,1412948626,957755325
75.015825752,107171165,2094925737,2094986252,1382174978
76.016002162,146050460,2867821871,2867825510,1871161948
77.016181689,146102355,2902794729,2902793142,1878468220
78.016336573,150193305,2991431872,2991433247,1933701610
79.016505313,151788919,3034091089,3034089297,1956222164
80.016685201,146532455,2911706380,2911718400,1885472418
81.016849067,145897246,2900118000,2900106207,1877243140
82.017008886,153846722,3035030775,3035028392,1970854500
83.017186227,152029159,3010323132,3010332454,1957278915
84.017382854,151268593,3003078265,3003074103,1944890003
85.017577762,146482455,2914153907,2914157478,1890752097
86.017732198,150109500,2982260567,2982191842,1929336694
87.017895936,147027604,2910768511,2910831701,1892100377
88.018078342,147958419,2927273272,2927277792,1904540723
89.018277339,151732236,2995066244,2994998534,1947314787
90.018477957,143961285,2876234733,2876301355,1860633313
91.018666483,157326996,3101489446,3101493006,2015005282
92.018856281,150429937,2986966950,2986958575,1930708043
93.019027581,148336161,2928990405,2928994022,1903254115
94.019190163,142311710,2812793356,2812793018,1831781494
95.019351241,139660675,2784328608,2784329211,1802168826
96.019523114,155979962,3113270276,3113271178,2006922960
97.019693498,152148494,3020563071,3020558780,1954907730
98.019861982,153911806,3048350335,3048351418,1977119792
99.020054082,153397664,3039330596,3039267213,1973601749
100.020220352,155819696,3071447678,3071508398,1996849301
101.020404138,155992408,3099304363,3099304202,2000322141
102.020573769,155366895,3060171593,3060170033,1991538982
103.0207315,156357610,3094636125,3094577126,2005683474
104.020901604,145986021,2902398132,2902463984,1879943603
105.021075191,150098865,2978998579,2978995922,1930341399
106.021247969,153573697,3030908122,3030909874,1969421233
107.021444,140100981,2788876447,2788873378,1809488073
108.021603628,150298417,2959473222,2959476227,1928919530
109.021766095,146823219,2887676159,2887677100,1883362259
110.021931717,149067163,2954866505,2954865351,1916307955
111.022096663,144614860,2865778624,2865778346,1862181494
112.022263932,148611460,2942999907,2943001786,1910546435
113.022446552,143885298,2842343779,2842343139,1846711580
114.022612521,147771855,2914490110,2914489428,1895123618
115.022790402,142374187,2817288682,2817300129,1833125497
116.022960042,146293622,2890713194,2890699254,1885417940
117.023150559,146336632,2903125837,2903063381,1886752085
118.023331062,146232198,2890027989,2890091185,1886536400
119.023507725,144682547,2855518543,2855521699,1863695772
120.023672793,141440483,2803232787,2803302353,1822840426
121.023844629,138772620,2748816477,2748743379,1789564443
122.024007128,147051671,2908566236,2908567744,1893638683
123.024182576,140820162,2782977447,2782975791,1814457440
124.02434323,142849672,2810724140,2810727070,1836033930
125.024523707,146608388,2897882460,2897879066,1887012620
126.024686023,142953835,2818329503,2818267295,1839067067
127.024847748,140095931,2777299876,2777363079,1808189066
128.025010151,143061745,2826143888,2826144719,1838811354
129.025190339,145045642,2877064320,2877172763,1871114423
130.025357747,145347591,2858210440,2858099978,1866421827
131.025534613,150719923,2958538257,2958476242,1934391229
132.025703444,145029385,2861249286,2861312583,1865790742
133.025873717,148170806,2913274735,2913353447,1905760160
134.026097412,140664195,2779458281,2779380033,1809968005
135.02625788,146564717,2894353224,2894353919,1889174964
136.026416333,147888052,2889510117,2889508461,1894895916
137.026580996,147738205,2927829849,2927827958,1901970978
138.026753859,146581343,2887584376,2887583700,1887480135
139.026914175,147790662,2920474703,2920479810,1904720097
140.027102038,146009558,2870645078,2870642307,1878655860
141.027272348,137613228,2715212360,2715215463,1772548425
142.027444076,146818660,2888943889,2888942312,1887370695
143.027624277,145846214,2878303926,2878304507,1875338922
144.027793279,135565535,2669936439,2670010888,1743677897
145.027983418,146195885,2889924386,2889848654,1883811203
146.028147535,148509497,2914883467,2914884914,1906414633
147.028313619,143341072,2826736149,2826733443,1845981088
148.028481522,147542083,2906368059,2906442735,1895324518
149.028664702,142588990,2808924647,2808859223,1837370953
150.028878374,145459652,2866415386,2866408951,1870853555
151.029045732,148661597,2939134342,2939135511,1911790780
152.029211799,147971899,2922319135,2922317296,1901034468
153.029384058,146805714,2903757625,2903755284,1892189599
154.029549999,146721194,2877217123,2877291850,1880373139
155.029720582,146632632,2893683606,2893613469,1887571093
156.029886853,147210340,2898823277,2898820737,1893467222
157.030050138,148175015,2922173010,2922171234,1906863177
158.030211669,147241617,2916073106,2916074041,1899449227
159.030365183,144885709,2868220347,2868157198,1871795679
160.030516391,145611554,2882778700,2882845331,1878223048
161.030679281,147153411,2909803042,2909736411,1896289332
162.030843144,142362631,2794159304,2794224459,1830257293
163.031034197,141766168,2803825668,2803821958,1829926904
164.031201932,144519479,2864286433,2864287776,1862901352
165.031366501,146167377,2879184149,2879185087,1875443247
166.031545778,147961537,2913596925,2913701355,1902147688
167.031732352,145925747,2873194947,2873088733,1874904077
168.031912602,148841459,2924766984,2924840153,1912265718
169.032077661,144237061,2842203324,2842129775,1854575473
170.032240963,146161040,2885642822,2885717196,1882248017
171.032412747,148128636,2905117072,2905050042,1900180112
172.032581339,144752501,2877680539,2877749130,1867552643
173.032752476,147774785,2904052874,2903980347,1897861878
174.03291759,146051757,2900952164,2900949882,1884981328
175.033090837,145156992,2868738142,2868821785,1873242233
176.033257099,145529792,2889953898,2889870914,1876874195
177.033424082,147374042,2896805691,2896879359,1893614482
178.033593519,146952477,2893507634,2893370619,1890643119
179.033762223,139029619,2741921361,2741921361,1790536876
180.033920586,146456627,2906368512,2906432374,1891992438
181.034117368,146769116,2904239564,2904175702,1889777525
182.034283598,141539817,2802977291,2803039077,1828721129
183.034462453,142372697,2787244927,2787247720,1831215543
184.034630393,144788754,2868578496,2868579438,1867085472
185.034802744,146070629,2864215404,2864211624,1876387520
186.034979552,148643144,2938793549,2938798413,1911348150
187.035146226,146999575,2900767295,2900764909,1892850584
188.035310121,145748231,2871444687,2871442477,1875556290
189.035473878,144867655,2845065903,2845065518,1862784383
190.035635167,147226119,2915838143,2915840761,1897872502
191.035812797,143157087,2806098008,2806033766,1836994295
192.035983934,147310132,2905802249,2905866709,1893884910
193.036144952,146911093,2901027614,2900963154,1891813078
194.03630846,144356730,2853365313,2853429988,1858549840
195.036519902,149537055,2958121863,2958125143,1924449954
196.036684732,145275614,2845843348,2845840628,1863788762
197.036875789,144705917,2838032127,2838036070,1855085181
198.037038588,142075161,2793028666,2792959488,1827193257
199.037216572,145208058,2863979188,2864041406,1868442311
200.037430072,142530058,2802442209,2802443181,1831194340
201.037598407,139726687,2761611978,2761685066,1798298906
202.037774274,143614628,2845422620,2845314032,1855226482
203.037949472,142172533,2791000226,2791036573,1826995052
204.038121732,146708228,2888948772,2888949684,1881064810
205.038287589,146558399,2895652415,2895650882,1879762313
