time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
1.000157886,65296759,9233922266,4932510238,233819449
2.000355558,66141805,9395003281,5012356755,237220791
3.000524626,66078300,9386660308,5007677227,239652741
4.000705253,65984305,9397795903,5013162473,237638357
5.000871018,66046431,9385317634,5006964766,239075041
6.001031638,66037786,9387343468,5008145998,241534500
7.001191004,66105477,9399465362,5014114618,238299197
8.001334197,66040125,9381314067,5003985060,240299231
9.00149305,65996841,9372825084,5000221039,243964567
10.001650611,66070223,9386748964,5008258338,240078005
11.001802402,66197518,9394644810,5011312907,238550148
12.001962907,66167064,9396879267,5011578143,237134428
13.002124464,65958559,9381659897,5005927980,236859250
14.002280098,66273627,9423719050,5024414931,230788752
15.00243016,66119704,9396356748,5011158146,237383343
16.002596662,66038427,9393758739,5011786901,239134817
17.002749233,66036664,9389144908,5010285172,237636924
18.002901715,66241183,9394493781,5012272764,237055727
19.003051334,66040048,9390282774,5009774557,238006736
20.003196157,65953643,9395343622,5012025765,237225898
21.003361349,66118824,9394937795,5011723800,236517125
22.003507825,65893802,9395287917,5012510080,235908349
22.78588475,51828329,7331137965,3912903579,186166931
