time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000147747,649672,32987,56403,465129,6135320885
2.000343409,659258,32020,55716,481771,6177456804
3.000522565,645963,32538,55850,470474,6166723276
4.000701759,668777,31187,55704,465794,6164128380
5.00089368,681265,31473,55556,464296,6171539610
6.001072015,692997,31629,55988,464633,6160440573
7.001249796,680839,29764,55412,454662,6091398598
8.001430666,692409,30206,56651,461827,6175524265
9.001609176,691587,30231,57173,464182,6163314062
10.001781516,697352,29438,54884,462064,6162970816
11.001966941,676628,30055,56023,469914,6162626120
12.002148681,673254,30960,56885,482175,6147853567
13.002341287,689820,31010,56990,470549,6164493851
14.00251656,684991,30734,56941,463313,6171741837
15.002703135,679405,30485,56003,476488,6154052775
16.002881193,690960,32682,56866,472993,6168832972
17.003061292,684450,31153,56431,475844,6163500166
18.003243016,725920,30157,56104,469238,6179938527
19.003413536,743125,30023,55002,468653,6147082717
20.003591026,747377,30641,55803,468942,6176402249
21.003769208,737896,29711,55886,488353,6156691541
22.003939568,706954,30599,55594,478258,6162908783
23.004131762,680208,30614,55951,483959,6166476091
24.004311441,686287,30895,55997,476830,6175721439
25.004490559,691922,31024,56206,474351,6177470339
26.004683795,696324,30355,56483,473919,6156491643
27.004916875,687908,30040,56959,473490,6174133737
28.00509385,686509,30566,57101,472253,6165994397
29.005293802,700471,30785,55972,476080,6163744612
30.005468046,696332,30650,56898,476457,6168475421
31.005644828,692331,31863,58044,477298,6169884167
32.005819523,689220,30626,57904,468195,6182065064
33.005990483,683566,31430,56575,477289,6154124180
34.006169351,686723,30562,56305,471942,6170107023
35.006354414,684999,30220,56296,475505,6163516355
36.006531906,654412,38924,50578,704554,5819862583
37.006708831,684946,30755,54999,502830,6163791243
38.00690054,687589,31039,55720,479350,6175356305
39.00708223,665201,32404,55093,472055,6188651477
40.007254687,639320,32363,55456,479829,6166429081
41.007447755,640987,32050,55698,473392,6167680836
42.007625671,650083,31806,56314,468769,6175800069
43.007836508,704570,30688,55221,473283,6181764545
44.008012524,679937,31551,55539,472098,6159447215
45.008185451,720152,31068,53235,473825,6166648119
46.008391007,683561,30320,53746,459581,6203126587
47.008575065,686790,30027,54620,469929,6164015862
48.00875247,609290,30379,55777,485421,6161176343
49.008932485,593131,30562,52768,483061,6171738777
50.009117167,633269,30866,52926,473489,6179682586
51.009287575,706613,30598,56028,473235,6163690303
52.009457779,702230,30927,55622,475785,6175732085
53.009650242,692406,30457,54729,471580,6167772504
54.009828411,692837,30292,55615,469924,6172120994
55.010007275,691981,31550,55755,472804,6161161077
56.010186939,689546,30846,55649,467061,6163032220
57.010362087,697545,31201,57190,460959,6185561130
58.01053491,697315,30825,57477,467568,6164520477
59.010720298,694544,30647,57586,465708,6159966466
60.010893278,640969,31172,55392,470224,6167950563
61.011058252,644167,31562,55665,473292,6164827031
62.011308905,662517,31063,56170,465291,6178828066
63.011478369,630845,30580,53563,466935,6180665169
64.01164686,631022,29746,54894,467301,6163534040
65.011854786,654436,30934,56596,466858,6152464946
66.012042379,647425,30979,56072,464675,6175482945
67.012244164,673675,30691,56342,469818,6179809244
68.012411417,699518,30439,54984,465833,6184664810
69.012590439,690247,30976,55005,466142,6183387694
70.012765123,687567,30787,56677,466250,6167780196
71.013008836,666025,31051,54847,469183,6166731299
72.013189045,614704,39706,50337,701275,5812382297
73.0133744,647800,31503,54987,472734,6174567463
74.013578883,676771,28840,54708,452166,6091758440
75.013776129,644572,31624,54338,469949,6171408540
76.01395936,623231,31620,53362,473219,6170727139
77.014145871,639817,31617,54239,474421,6161556663
78.014325187,644209,30702,54890,477073,6164735651
79.014511786,648743,30488,55192,473910,6168200401
80.014685332,639952,30380,54105,473889,6161319556
80.751093599,476320,23469,41197,366976,4530212691
