time,LLC-store-misses,LLC-stores,instructions
1.000127436,5541172,6378952,6683297951
2.000549016,5581649,6425736,6729074906
3.000702335,5579287,6424197,6727116040
4.000853035,5585236,6429597,6733344594
5.001005158,5587042,6433770,6743784135
6.001159659,5593202,6437903,6746814046
7.001318041,5579514,6425116,6731013118
8.00147356,5570227,6411926,6749078538
9.001627491,5601610,6441850,6769442711
10.00178256,5569172,6413926,6736482415
11.001933797,5588151,6440747,6776463857
12.00208687,5589024,6445962,6767447301
13.002240889,5578132,6424133,6756749333
14.002397375,5587793,6427415,6748914715
15.002546348,5575309,6416202,6743140017
16.002720491,5586267,6429657,6767998387
17.002884429,5592484,6438787,6753410373
18.0030351,5579652,6426010,6750051930
19.003195292,5599040,6442906,6745712428
20.00334877,5583012,6424527,6736353088
21.003537189,5576069,6419536,6745497702
22.003730702,5585848,6425241,6735887398
23.003882521,5583002,6421311,6744182388
24.0040357,5588466,6433012,6760805815
25.004192436,5581172,6429170,6775819574
26.004347814,5595287,6442098,6763430830
27.004500825,5578035,6420778,6736001069
28.004655125,5590826,6431124,6739599577
29.004817419,5569390,6419949,6764724548
30.004973225,5593768,6447887,6765069274
31.005125486,5579758,6433883,6741289744
32.005282255,5550309,6400023,6711990204
33.005432932,5574618,6424233,6735081230
34.005585747,5581229,6427796,6736702120
35.005735853,5578316,6426427,6752762610
36.0058885,5580799,6430003,6728814612
37.006054389,5584910,6435085,6753221519
38.006208103,5575056,6420058,6752801804
39.006359401,5589036,6436217,6745206424
40.00651352,5580467,6426604,6739221700
41.006669934,5592329,6439922,6760308846
42.006845613,5576777,6425716,6750904527
43.00705852,5586892,6434923,6738423598
44.007213699,5586480,6437416,6739857953
45.007364938,5577632,6425828,6743681939
46.007538415,5580455,6426042,6752519409
47.007689735,5565387,6407303,6764530051
48.007844932,5588777,6431403,6754483867
49.008000448,5569313,6413974,6747930337
49.028108795,116841,133517,131431562
