time,L1-icache-load-misses,branch-misses,branches,instructions
1.00014004,10706680,2234746,920529813,6115951825
2.000323422,10772006,2257214,929511704,6173201850
3.000483533,10801228,2236226,925860149,6161489633
4.000643693,10839844,2234786,925405021,6161091566
5.000833327,10738313,2243357,927644469,6162685405
6.000992025,10836564,2233934,923932975,6157533428
7.001155296,10768080,2231628,924465076,6155752180
8.001328195,10785670,2247131,927629433,6162599887
9.001486709,10718819,2224062,921932262,6135470896
10.001645612,10765568,2220802,920073624,6126521388
11.001818281,10825348,2234233,924188030,6157209995
12.001981813,10780997,2225445,923325038,6147403857
13.002146604,10804568,2233568,925647211,6162999738
14.002316809,10826888,2246464,925464677,6155277205
15.002478798,10834026,2242891,923908748,6155832989
16.002653262,10794593,2244013,926160381,6160466717
17.0028133,10769602,2234648,925132100,6159795632
18.002975617,10756286,2253591,929187897,6172602936
19.00314914,10810158,2240597,923304254,6149347300
20.003310284,10742236,2249225,927302358,6162858559
21.003471205,10771222,2236796,923696838,6147693133
22.003630897,10808986,2236364,924987415,6158577667
23.003789756,10752137,2239666,925910039,6154856453
24.003951949,10777455,2236373,925704043,6160236939
25.004130221,10742706,2246015,928871216,6174136271
26.004298422,10772841,2230261,924647491,6157856100
27.004458878,10793496,2253081,926210236,6159483916
28.004649014,10831433,2244500,923935426,6155036996
29.004809881,10761535,2246706,927105310,6162011487
30.004970964,10790070,2244366,925566880,6154778570
31.005130791,10782959,2246506,925268776,6155971171
32.005327023,10732352,2256975,930732111,6182032980
33.005491824,10768321,2224637,922021444,6139561337
34.005654921,10786784,2238491,925895281,6160896800
35.005814814,10784424,2242479,924653133,6152034667
36.006004228,10768146,2248360,927706569,6170125536
37.00618332,10770420,2237793,926067933,6164366744
38.006362407,10777984,2240585,926574519,6161297049
39.006525562,10733936,2253370,929889468,6175588353
40.006688533,10813403,2239204,924997972,6159127869
41.006850851,10788525,2239823,925706157,6160952606
42.00702564,10679260,2250255,930053793,6172851517
43.007187061,10730658,2247037,928159237,6172277540
44.007367831,10749259,2232633,923202173,6148972032
45.00753242,10080606,2102134,868023685,5774681986
46.007693075,10724019,2253831,931165282,6182928536
47.007875234,10784961,2241691,926036718,6163122664
48.008030546,10841612,2232493,923689956,6155237860
49.008193426,10764787,2240754,928733137,6175633033
50.008358092,10803412,2243440,927269963,6165348414
51.008517873,10783396,2238575,925476001,6155795463
52.008678915,10804790,2251090,927970535,6171696788
53.00884152,10795438,2236505,925951523,6162249978
54.009000274,10781835,2253465,926304911,6157264602
55.009160548,10825954,2245971,925244943,6158388938
56.009336816,10838079,2252127,925629253,6159859659
57.009498459,10770723,2248165,929875511,6178337968
58.009660827,10748857,2240578,928053386,6173240382
59.009820833,10817297,2241303,922358190,6141456434
60.009995766,10797634,2246666,925781193,6162386981
61.01015439,10770471,2241540,928132741,6173134968
62.010341344,10767293,2244656,926589076,6163041888
63.0105068,10751450,2258651,929455470,6175665740
64.010671904,10763491,2230171,924659573,6159446175
65.010837129,10770609,2231335,923316356,6145462537
66.011012659,10787190,2245108,928425304,6174340794
67.011194126,10770128,2243548,927012970,6162746430
68.011361679,10774738,2244365,928943537,6173224605
69.011526126,10768678,2248364,929306127,6179499714
70.011686518,10787009,2235072,926300468,6163241919
71.011847264,10773008,2229492,926565275,6165380038
72.012012224,10762406,2237866,927600145,6175465103
73.012176329,10764391,2235043,926274878,6163209672
74.012354311,10733582,2250187,929647846,6174873586
75.012518098,10791015,2234851,925693462,6159079899
76.012680624,10798515,2221818,925425235,6162030579
77.012854141,10759028,2230229,925465172,6157164355
78.013028709,10719124,2237230,927730238,6169395196
79.013213362,10789421,2245673,926263499,6160688144
80.013395422,10786947,2230751,924230712,6153578034
80.769842129,8143339,1692656,699331797,4650391641
