time,cache-references,mem-loads,cache-misses,mem-stores,instructions
1.000173463,13344747,0,7355434,694123692,9401190186
2.000389183,13329654,0,7363953,700326740,9482393702
3.000599058,13310236,0,7358263,699772964,9474906548
4.000795428,13342471,0,7357044,700150486,9484392365
5.000987187,13333976,0,7365699,699430329,9472150891
6.001177789,13244051,0,7386687,699665149,9474567633
7.001376152,13340409,0,7380451,700145434,9481201137
8.001567141,13341890,0,7381782,699513377,9473456274
9.001750348,13338445,0,7396487,698777060,9465149455
10.001934757,13322440,0,7366744,699699123,9473953999
11.002127444,13330260,0,7374712,700057429,9482922833
12.002316396,13352939,0,7363431,699356436,9475207898
13.002525075,13333186,0,7382331,699269792,9474244273
14.002713131,13344654,0,7337321,702315403,9511873948
15.002901618,13296203,0,7352161,699813882,9475828891
16.003106105,13328399,0,7364886,699862079,9479709853
17.003297153,13334224,0,7363329,699563143,9475260667
18.003487143,13405759,0,7370960,699772183,9477746515
19.003690063,13388489,0,7390237,698620778,9463588140
20.00387931,13313873,0,7372474,699177041,9473190329
21.0040701,13346822,0,7361580,699112765,9473913753
22.004275894,13453118,0,7384433,699514879,9476956721
22.728571079,9718474,0,5355710,506171859,6860941725
