time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
1.000140571,44631382,6074767756,3402400755,191349138
2.000345053,44531257,6128825665,3429114651,191811204
3.000542736,44938105,6127700048,3428603543,191479801
4.000714438,44736231,6107128326,3418553707,191760673
5.000881479,44579258,6126669233,3428220087,191455344
6.001049718,44877032,6110953173,3421738347,192506816
7.001232296,44682533,6102685165,3419297683,192197223
8.00140213,44754080,6129265684,3429397727,191876225
9.001565739,44724371,6117322231,3424287375,192999612
10.001729662,44781071,6115096794,3424352776,192371351
11.001936753,44807576,6105375861,3418397666,191998820
12.00210521,44644435,6107914444,3421616895,191821233
13.002268498,44750247,6119053817,3424672699,191894440
14.00250067,44631221,6109933097,3422504122,191759794
15.002658501,44866798,6115917503,3423841977,192250644
16.002835362,44737563,6117523684,3424439968,192825365
17.003016041,44796367,6115796484,3423733288,192645282
18.003183255,44681584,6127825258,3428223751,192436827
19.003353237,44891010,6102390198,3416791783,193809650
20.003517553,44586780,6123598195,3427837051,192875570
21.003682556,44651239,6116531303,3424327891,192297783
22.003844873,44763719,6118382490,3425351149,192205666
23.004061453,44837428,6123757319,3426224366,192385974
24.00426103,44728343,6123472687,3427504082,191788991
25.004428904,44697767,6127941621,3428696968,191680607
26.004590671,44704011,6102942832,3418131698,193559929
27.004757452,44803048,6131250461,3431482027,192604375
28.004925362,44581308,6104633217,3417535989,191420158
29.005106716,44821323,6123817350,3427108315,194748222
30.005272191,44654234,6115286297,3423303313,193487805
31.005501813,44809601,6118937706,3424497871,193903135
32.005706406,44757337,6126918577,3426675905,192936407
33.005874048,44579659,6107925277,3422062355,192930242
34.006042793,44734388,6119062452,3423250649,191956388
35.006226302,44668496,6111602184,3422690752,192729286
36.006419964,44749422,6127860606,3428945948,191964040
37.006587124,44699443,6119209044,3424324033,192053349
38.006754746,44633701,6118500124,3423451408,191649586
39.006922163,44873785,6140978025,3432564975,191687179
40.007086298,44622755,6109415827,3420688512,191868211
41.007279272,44653822,6120058532,3423510822,191176953
42.007448892,44711642,6134348872,3432488206,192444160
43.007618927,44735742,6126326576,3425540094,193611101
44.007783953,44537270,6103151191,3418479713,192736463
45.007949137,44707291,6117573224,3423085321,190709912
46.008118681,44760004,6137355662,3430636558,190200021
47.008298376,44590927,6111624565,3422376403,190724616
48.008463969,44806715,6109802248,3422426860,190673970
49.008631422,44830136,6122452195,3427896635,190673480
50.008793964,44727102,6126147627,3429676264,189994335
51.008955222,44598931,6118490173,3425409739,191480904
52.00911861,44879002,6126065305,3428789009,192649207
53.009295337,44667526,6117849616,3422998961,191557896
54.00946202,44528090,6111989490,3422530358,192249688
55.009626676,44725020,6118792194,3424719636,191330511
56.009791158,44653246,6113876032,3422707093,191735262
57.009957308,44784079,6148990848,3437398135,192287699
58.010121838,44620201,6119546789,3424985061,191428143
59.010319719,44588105,6097772624,3416700440,192410416
60.010494176,44720378,6120358069,3424851002,191599780
61.010655237,44693562,6120974462,3426550423,191989965
62.010837554,44627016,6116869920,3422936686,191616783
63.010999459,44616480,6131378006,3429914202,191590797
64.011165223,44744221,6113845230,3423219174,191837502
65.011347713,44699564,6099007061,3416845634,193429759
66.011516652,44593745,6128770132,3428508010,191635225
67.011683932,44612902,6114024012,3420618566,191214025
68.011852519,44697787,6130352264,3428740351,191561014
69.012022141,44802604,6135456415,3430455028,191809593
70.012195233,44797597,6121528215,3425245006,192236981
71.012377727,44727525,6119342052,3423690326,191586584
72.012573023,44839409,6129150587,3428625012,191709768
73.012739558,44681444,6121630908,3424695471,191197361
74.012903649,44737201,6133743812,3430383450,191317834
75.013069933,44636721,6112271906,3421704972,191940946
76.013234321,44699588,6112843984,3421770982,192033211
77.013432367,44634869,6111966699,3422098382,192671284
78.013604625,44813907,6117912288,3424932254,193249330
79.013772342,44137156,6038384448,3387819538,188728603
80.013936423,44537148,6104138362,3419714151,192305731
80.697594719,30718835,4178946615,2339239747,131984070
