time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
1.000128885,35470841,7761866,12045784,6679894087
2.000327663,35719520,7813566,12121674,6735318000
3.000473337,35673546,7811243,12131089,6733343750
4.000631902,35679739,7823613,12115376,6747848100
5.000769138,35673767,7834067,12111571,6747179051
6.00091439,35671914,7844219,12109588,6748269487
7.001075274,35634169,7821968,12113393,6736863454
8.001226196,35599293,7844932,12073957,6752615020
9.001398816,35684768,7892793,12098811,6772285094
10.00154059,35619885,7820511,12100340,6743233912
11.001683555,35581464,7890455,12051803,6772785668
12.001842364,35612847,7891717,12060741,6776108043
13.001999487,35547441,7838173,12048359,6747793899
14.0021515,35703565,7844434,12098938,6754917552
15.002295033,35678989,7827121,12117418,6751340272
16.00247281,35616902,7890940,12058271,6768753411
17.002633345,35645378,7834432,12104303,6744142229
18.002783978,35716139,7865275,12101681,6764331882
19.002939615,35648332,7831863,12090126,6740398930
20.003097812,35638507,7827509,12101292,6740882136
21.003240367,35639238,7843267,12079314,6749609761
22.003382317,35652024,7807091,12098156,6736396693
23.003534881,35640366,7846941,12097821,6756925329
24.003698758,35671724,7874715,12085579,6763261856
25.003852389,35695354,7894323,12084420,6775821800
26.004010104,35733839,7875415,12102270,6773610713
27.004167398,35675796,7807951,12119919,6729057507
28.004319281,35624769,7817861,12109550,6741982246
29.004463122,35700872,7894151,12116196,6776214264
30.004599466,35703468,7881619,12124843,6761849213
31.004758354,35630750,7804489,12102629,6724139681
32.004930259,35647834,7898271,12070361,6785392476
33.005068898,35565581,7793366,12076829,6711761430
34.005226508,35625262,7820655,12102826,6740837607
35.005379777,35639609,7848048,12093467,6753048822
36.005533265,35553570,7770820,12073458,6701627081
37.005704239,35714720,7862062,12112148,6756642998
38.005864559,35654796,7857400,12091385,6757525522
39.006011052,35615422,7809189,12091558,6736703129
40.006163104,35572352,7812569,12071700,6728719148
41.006305579,35707054,7848210,12105922,6753971029
42.006446127,35550646,7845173,12040826,6748612308
43.006613952,35610426,7806668,12088218,6728102781
44.006769328,35648784,7823205,12103872,6738795166
45.006916283,35676158,7843541,12113858,6745853872
46.007069774,35639910,7848697,12083129,6763233014
47.00724194,35720731,7870178,12109047,6765357422
48.00739866,35654360,7837372,12097902,6747949017
49.007569095,35699387,7842016,12110336,6749744071
49.012564006,171338,30922,61637,26948995
