time,LLC-prefetches,LLC-prefetch-misses,instructions
1.00010751,5870944,1452273,4975128388
2.000302433,6028480,1501084,5050235136
3.000443119,5892799,1464456,5012962930
4.000582226,6027710,1501252,5053464872
5.00071772,6021096,1494353,5052037526
6.000890376,5992169,1489497,5043931616
7.001028432,6003299,1489818,5053345844
8.001186388,6084397,1505685,5073338092
9.001325239,5963287,1489189,5032819930
10.001481873,6005541,1501033,5038440850
11.001620979,6054805,1518237,5061449740
12.001775727,6016733,1493928,5055791807
13.001915771,6003739,1496884,5051020671
14.002074382,5990052,1496871,5041284611
15.002213562,6046337,1507771,5061919990
16.002349307,5957047,1488870,5033168793
17.002490312,5980802,1496470,5039078683
18.002660681,6023134,1503159,5056119773
19.002801305,5982875,1492705,5038443361
20.002958622,5992378,1494601,5038427828
21.003110793,5981198,1501042,5036126140
22.00326577,6047570,1505661,5065943518
23.003407661,5933169,1485493,5025230559
24.003574965,5882093,1469912,5004382188
25.003721862,5928305,1481248,5011979819
26.003890087,6092298,1516994,5076331256
27.004054637,6005616,1498575,5042010562
28.004225686,5951230,1486316,5031946316
29.004381865,5939309,1485598,5019945467
30.004553523,5954564,1477497,5030813496
31.004709577,5927937,1478781,5023342404
32.004886173,6042719,1500595,5060507384
33.005037512,6039152,1499863,5053247422
34.005212695,5986723,1495918,5034642527
35.005385722,6049918,1504999,5057151923
36.00552602,6000964,1502736,5037274396
37.005669864,5990260,1488346,5038070495
38.005825445,5885888,1467635,4999923620
39.005965028,6010770,1494068,5050044391
40.006104143,6007314,1494768,5040874822
41.006256657,6012267,1499311,5042507019
42.006431183,5984998,1486276,5040365255
43.006573249,6101562,1514417,5076956588
44.006729772,6030550,1505699,5043390309
45.006870767,6008883,1493278,5038941245
46.007033117,5992125,1488852,5030092941
47.007190578,6065387,1498975,5069086876
48.007338055,5938013,1482191,5017496176
49.007527395,6020112,1500213,5043228559
50.007691444,6025167,1499191,5040040945
51.007833938,6082982,1513681,5067560402
52.007972831,5938727,1481917,5015520184
53.008124858,6085411,1512210,5069339287
54.008288043,5989322,1488892,5025232862
55.008444105,6091264,1515850,5062771860
56.008627524,5962223,1482134,5033320874
57.008777673,6038295,1497761,5051028492
58.008950766,5984316,1494104,5029769773
59.009114541,5972359,1492530,5035769828
60.009253767,5962478,1485663,5027691644
61.009393194,5907113,1473530,5006411079
62.009564593,6066694,1503821,5061933808
63.009703744,6041271,1507973,5049849260
64.009841242,6014877,1496636,5040774271
65.009993005,5988163,1489221,5036492176
66.010158493,5991423,1493891,5039815988
67.010299678,6009046,1500657,5045177537
68.010458092,6040133,1500820,5041219748
69.01059946,5854586,1468414,4987831486
70.010757071,5989457,1488956,5038040734
71.010909929,6020509,1495965,5037933466
72.011049765,6072199,1509164,5061587428
73.011187909,6072195,1516643,5053688383
74.0113422,6013699,1490717,5025868028
75.011494445,5975841,1492103,5033758685
76.011632408,6059332,1508083,5060007859
77.011803751,6010461,1501336,5031320833
78.011966739,5981033,1490830,5025030877
79.012108136,5999336,1492925,5028909143
80.012266826,5932734,1470458,5019251296
81.012404494,6018912,1481462,5041842091
82.012578031,6002166,1500907,5033917537
83.012730657,6033358,1500152,5056752771
84.012883144,5929049,1479420,5007958577
85.013025682,5944949,1474802,5025304279
86.013181148,5931911,1473985,5021540654
87.013319135,5822348,1455948,4974782202
88.013474873,5926894,1475326,5022544587
89.013627059,5937534,1477634,5018127127
90.013784122,5931331,1480348,5014224240
91.013922874,5984295,1486692,5045064436
92.014084426,5931770,1473715,5014068186
93.014223347,6011930,1493670,5049067866
94.014381366,5952256,1478586,5020272300
95.014531539,5868387,1461010,5004450241
96.014670903,5988045,1487255,5042121649
97.014808291,6016469,1501240,5047239518
98.014968863,5900386,1480459,5005079063
99.015104455,5985082,1487885,5033810118
100.015240865,6015149,1496421,5040412631
101.015392236,5982160,1488203,5025241810
102.015579757,5962726,1479137,5029936875
103.015716994,5990926,1494966,5045491851
104.015879627,5937242,1478065,5016013166
105.016025302,5914582,1480779,4996796126
106.016182766,6023484,1497059,5057771960
107.016333676,5977026,1486961,5031350066
108.016478712,5991466,1493462,5044350950
109.016617167,6027442,1505455,5051110711
110.016775956,6014432,1499996,5041061919
111.01691628,5916483,1473701,5009239626
112.01705345,6001273,1494060,5041054267
113.017205626,5937865,1481340,5015633942
114.017376608,5908997,1478360,5005889898
115.017516086,6037572,1495990,5053331443
116.017677297,5907056,1473675,4992822856
117.017818325,5959395,1484439,5009472483
118.017975418,6026539,1489539,5046714870
119.01815494,5959114,1491426,5018528482
120.018303958,5961155,1478723,5031739895
121.018439016,6018363,1493611,5040529970
122.018612582,5982173,1472778,5032685720
123.018749657,6017790,1492354,5046428906
124.018887311,6004526,1492955,5041111089
125.019038187,5941637,1476812,5021418231
126.019200147,6042049,1502307,5048911907
127.019342696,5964037,1494873,5029390319
128.019529288,5964469,1478111,5033859048
129.019667485,5960177,1482920,5030178796
130.019825315,5904441,1464622,5008293663
131.019977149,5928998,1466593,5030651317
132.020116831,5886743,1469744,5004050672
133.020253803,5994543,1487276,5043991381
134.020408276,5942522,1481118,5028803356
135.020545403,5993649,1487730,5038811001
136.02068191,5998691,1502128,5037974886
137.020834188,6027981,1505370,5053392908
138.020990511,6019451,1506902,5048924991
139.021128769,5981937,1488768,5036716911
140.021286063,5991021,1489776,5040234234
141.02142208,5987553,1499065,5039570709
142.02158006,5971340,1486304,5029161091
143.021752155,5970866,1488060,5025998413
144.021891441,5923467,1481031,5018580071
145.02202776,6030007,1501154,5050084667
146.022182733,5924224,1479765,5006897985
147.022321203,6003276,1493264,5043502527
148.022462,6033463,1508264,5056870382
149.022613733,5901861,1470795,5001623452
150.022770893,5910652,1467616,4995482412
151.022906749,6042345,1502176,5057218669
152.023067812,6026324,1504179,5047747008
153.023205293,6010052,1494324,5038983647
154.023363802,5978951,1487625,5031335270
155.023513507,6023369,1503129,5049820428
156.023649861,5921878,1475358,5010356944
157.023782844,6007100,1497321,5035855659
158.023959156,5977330,1486415,5019579506
159.024100331,6006028,1495296,5038536423
160.024238389,5947154,1483095,5027884044
161.024387761,6016444,1497271,5040018117
162.024546612,6004107,1492751,5039275413
163.024712981,6000466,1506013,5034663769
164.024868014,6024290,1504153,5046984078
165.025014534,5969820,1484743,5033945509
166.025168828,6017912,1501976,5043386457
167.025308323,5941655,1487835,5020178159
168.025450514,6048825,1507154,5055125520
169.025586788,5940131,1477839,5020336219
170.025745504,5870572,1451773,5000507482
171.0258857,5955737,1469970,5042460288
172.026019926,5971446,1472590,5041637788
173.026161969,5963051,1487566,5027601516
174.026316749,6003841,1497581,5038587452
175.026458265,5966756,1482539,5034194439
176.026616009,5954021,1483941,5022938503
177.026754291,6018841,1499775,5050583961
178.026915575,5986239,1494253,5040212026
179.027082811,5908226,1475210,5014413925
180.027222685,5913725,1469472,5014753516
181.027364035,5992499,1491927,5043425916
182.027524288,5940949,1474481,5023640301
183.027702016,6086095,1514369,5074712659
184.02783595,5873471,1475085,4996217282
185.027986663,5988274,1493376,5046402628
186.028143671,6025187,1496542,5055059730
187.028281638,6027452,1499558,5050039728
188.028438053,5978296,1488871,5036646307
189.028574158,5936006,1479704,5023713341
190.028729651,6052143,1504693,5065247678
191.028881346,5986153,1483317,5031696246
192.029033672,5977823,1483065,5025566714
193.029173696,6003588,1490501,5044190233
194.02933089,5987553,1499900,5036393549
195.029473531,6005266,1506370,5041115706
196.029617062,6011591,1500300,5051465795
197.029759448,5955804,1484273,5029571765
198.029915414,6005229,1502369,5042427706
199.030051636,5943976,1489412,5021599839
200.03020901,5966704,1494371,5033343699
201.03034731,5939734,1485803,5012705455
202.030504715,5995555,1495974,5037661955
203.030680111,5987861,1498175,5035837717
204.030818577,5991492,1499140,5044743236
205.030952631,5860417,1455100,4999925386
206.031109626,5977403,1477605,5041105713
207.031248347,6019543,1482700,5052983902
208.031389488,5972814,1471888,5044200573
209.031527259,5928287,1469041,5021612813
210.031688303,5973161,1487729,5015396704
211.031826026,6032751,1494777,5059767697
212.031997028,5936515,1481817,5019653100
213.032140363,5835575,1444057,4995277597
214.03229517,5854074,1464378,4990904719
215.032433829,5966597,1497256,5030692120
216.032571588,5975242,1482685,5042823451
217.032708807,6048986,1510865,5066698962
218.032864358,5980678,1482628,5043986395
219.033002127,5970847,1472266,5039825406
220.03315219,6089418,1504005,5074631507
220.875689332,5389068,1248990,4302007265
