time,LLC-prefetches,LLC-prefetch-misses,instructions
1.00012732,10209093,1740725,6689494268
2.000308814,10284009,1751589,6730308877
3.000488414,10301107,1757245,6734603480
4.000637998,10310406,1761255,6744064945
5.00079304,10312219,1767372,6744221016
6.00096561,10307309,1768713,6740355572
7.00112397,10216445,1750786,6685228117
8.001278389,10332063,1763936,6750841990
9.00143424,10366338,1774009,6763910870
10.001592015,10299266,1756522,6746285211
11.001746728,10397955,1768131,6776766844
12.001903245,10422535,1772843,6776383710
13.002060592,10382199,1766491,6764287417
14.002213643,10319024,1754415,6752750976
15.0023695,10288971,1754224,6743578052
16.00252049,10407618,1768690,6783214329
17.002677404,10306227,1759502,6742719859
18.002848147,10385418,1766230,6760782206
19.003003705,10318418,1740422,6745215129
20.003159132,10305249,1741418,6746508086
21.003328077,10314796,1748912,6748366332
22.003481556,10301883,1757709,6743404502
23.003637248,10306869,1758383,6750657533
24.003811219,10336220,1757293,6765518743
25.003967959,10375556,1763905,6778013761
26.004124036,10377620,1755943,6772032922
27.004277985,10289564,1736807,6728789953
28.004431442,10282795,1734742,6741858479
29.004586269,10318651,1736934,6769250570
30.004753365,10300380,1750228,6760878462
31.00490421,10292848,1748348,6746220647
32.005062679,10412598,1767685,6776972895
33.005218655,10284903,1746402,6733878903
34.005409192,10307231,1748013,6745856355
35.00559621,10324132,1745182,6755040071
36.005751257,10286875,1749129,6729850430
37.005908305,10351482,1770133,6754273621
38.006123098,10293918,1715389,6762860990
39.006278288,10262875,1729045,6744989486
40.006435009,10296708,1743582,6750420373
41.006595313,10344605,1761204,6755775290
42.006783073,10362052,1759838,6765393192
43.006938335,10287938,1747408,6729003364
44.007095367,10299800,1752812,6742314774
45.00725482,10290713,1745123,6747338163
46.007419312,10253863,1686970,6760385448
47.00757688,10305650,1711723,6766496114
48.00773348,10311126,1732770,6754562296
48.999947821,10167069,1694783,6685978890
