time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000163932,504970,29998,85078,233065,9411424935
2.000388753,561223,28998,84972,230461,9488013634
3.000583539,486658,28361,84023,228762,9485536635
4.000766665,480399,28218,85033,224840,9496887365
5.000941687,517209,28541,86118,225382,9492423966
6.001138789,674384,28709,87145,226157,9483049628
7.001321309,466503,28723,88458,227543,9489193101
8.001494754,499107,28662,89260,227014,9486904773
9.001689278,517601,27934,87492,219136,9399436654
10.001880691,462229,28554,84570,230447,9478761249
11.00207499,457810,29036,83535,229883,9488142242
12.002267223,428649,28740,82047,228989,9483955340
13.002469975,610758,28808,81752,231119,9479981214
14.002658502,369852,28939,74417,228877,9515519548
15.002852643,525967,28552,88698,227791,9492925866
16.003050163,460818,28592,85245,228246,9488505770
17.003227525,522639,28556,86128,230167,9482752509
18.003423101,447344,28724,84505,229037,9484839452
19.003615392,496000,28536,85591,227326,9477751074
20.00380993,539437,28727,84419,227872,9486473666
21.004018474,477707,28672,84941,227420,9486375253
22.004223414,430954,28741,82929,229595,9484884294
22.7156036,327907,20932,58930,169507,6729761723
