time,LLC-store-misses,LLC-stores,instructions
1.000109826,4367799,5062247,5983512754
2.000288348,4482439,5192919,6150885786
3.00044058,4508471,5217818,6147810170
4.000601307,4505256,5214896,6150658034
5.000749545,4489950,5194038,6151326794
6.000912555,4503452,5211509,6132385745
7.00106517,4508603,5220177,6139754747
8.001213273,4491063,5197037,6152612861
9.001363854,4509844,5217545,6147860449
10.001518106,4500370,5206046,6141150770
11.001689591,4502281,5211950,6139922690
12.001844231,4502137,5209510,6131734165
13.001997067,4511757,5222556,6149336730
14.002151394,4500371,5216687,6135979962
15.002302718,4500822,5209152,6143637620
16.00245235,4504682,5209078,6148022437
17.002606939,4514304,5226640,6138555099
18.00278167,4478984,5185020,6158932288
19.00297094,4517977,5225075,6144543259
20.003121067,4502718,5208159,6143644223
21.003285091,4491027,5195176,6148553453
22.003436139,4503100,5210440,6132259964
23.003589891,4506527,5215379,6152445452
24.003744138,4501469,5208611,6163763494
25.003895539,4499250,5203021,6149438288
26.004043634,4508479,5216851,6146171222
27.004199522,4499199,5213025,6152065670
28.004349572,4511350,5221231,6135713851
29.004497345,4496957,5203027,6146095420
30.004660998,4494988,5199445,6143517585
31.004811315,4506729,5211610,6146330940
32.004961236,4489705,5198428,6166312562
33.005123968,4507742,5209767,6131103243
34.005273222,4497354,5207756,6148893830
35.005419678,4503141,5208956,6152625316
36.005584422,4520004,5231168,6171976656
37.005733525,4514711,5213997,6158861219
38.005893016,4503365,5207646,6164184506
39.006046761,4488455,5195887,6156785021
40.006195624,4513021,5221988,6159289558
41.006344809,4514918,5215968,6161847496
42.006525146,4497459,5199568,6170427195
43.006680252,4285197,4954277,5857862415
44.006830206,4505126,5212571,6155097207
45.006973392,4514018,5222186,6159963244
46.007139753,4499868,5207882,6180142937
47.00729282,4514193,5220246,6171924867
48.007446132,4508584,5211299,6148328061
49.007603603,4509023,5210605,6161697704
50.007754665,4496299,5204276,6172867352
51.007905054,4503860,5208176,6159512294
52.008056541,4513582,5221254,6170824514
53.008207331,4520138,5222419,6161481489
54.008376646,4508753,5211279,6159292860
55.008529187,4499605,5203982,6156161618
56.008678335,4515921,5222174,6157615974
57.008825595,4501678,5213095,6180008862
58.008974475,4480289,5188143,6132605965
59.009129906,4521151,5225468,6141193341
60.009284066,4504951,5211586,6163615863
61.009433105,4501518,5208419,6163849951
62.009598019,4511657,5213976,6162531457
63.009757592,4491647,5194099,6175741612
64.009917641,4509750,5212596,6161437403
65.010099713,4515808,5222413,6140424845
66.010251548,4497722,5203861,6168252593
67.010402011,4502250,5206424,6161517265
68.010552326,4508583,5213658,6171128628
69.010716924,4509578,5215829,6179579089
70.010868502,4511223,5218117,6160819351
71.011018318,4514916,5220177,6163244546
72.011167085,4514266,5219320,6162598757
73.011322024,4529361,5234049,6163353476
74.011473969,4494821,5206122,6187376419
75.011636109,4503320,5210995,6157823046
76.011792987,4503770,5206330,6158433078
77.011974884,4501523,5208103,6161776184
78.012155284,4500618,5202414,6171916677
79.012323572,4506538,5203336,6151187919
80.012506894,4303097,4974253,5870288117
80.902510478,4008507,4636374,5488503866
