time,L1-icache-load-misses,branch-misses,branches,instructions
1.000142726,14696855,1171059,569625400,4962097363
2.000328325,14844627,1198141,578538969,5041717870
3.000504447,14724493,1170265,573764449,5000206711
4.000667887,14713074,1174768,576260903,5023679108
5.000831061,14742199,1171395,578679482,5041225200
6.000989514,14723008,1165671,578686413,5048446503
7.001151954,14755687,1173614,580175069,5063290147
8.001316446,14780404,1168729,581244028,5068068118
9.001479995,14731162,1177862,578251209,5038331884
10.001637722,14781563,1180450,580262260,5056210310
11.001850831,14728247,1182098,580621267,5060107583
12.002007574,14744140,1175253,581365053,5068974069
13.002214101,14712369,1170074,579830831,5055093901
14.002371313,14718185,1173659,578676607,5047696410
15.002540654,14723715,1157052,581921651,5071230026
16.002718131,14734126,1158754,578452334,5038589433
17.00287799,14757725,1179050,579518329,5052100758
18.003032836,14804693,1180760,580752014,5059997861
19.003189493,14734540,1175942,578667967,5045147212
20.003350245,14723375,1179655,579928656,5057979756
21.003508885,14705416,1172550,578368690,5042240277
22.003666342,14795217,1178514,580880484,5066140873
23.003820721,14728990,1167219,578128522,5041914438
24.003982199,14729742,1177227,576033046,5016919370
25.004223486,14776907,1182905,577548214,5029868772
26.00438224,14882917,1180055,580901442,5064921306
27.004540544,14850718,1183902,581916878,5073078619
28.004701152,14754779,1177250,577207023,5029385322
29.004887942,14743540,1173718,576797977,5030222566
30.005108076,14751697,1173192,577670949,5036338011
31.005284557,14765351,1178540,578229113,5039225146
32.005474828,14771277,1174762,579638718,5055787075
33.005701322,14804704,1181453,579926128,5056223709
34.005928116,14806648,1161825,578505112,5043907669
35.00610295,14834234,1184060,581322278,5071969690
36.00627107,14791772,1177078,578805476,5043571231
37.006455041,14763812,1189464,577488695,5032952178
38.006654226,14661630,1144382,576312745,5025472997
39.00682341,14676235,1160526,579170873,5053924253
40.006984642,14757579,1180581,580431173,5057557143
41.007144956,14694313,1168316,578025231,5040513428
42.007316003,14745361,1184631,579873828,5058229527
43.007477414,14743152,1182600,580518672,5064476609
44.007637282,14752823,1182420,580849009,5066743441
45.007881186,14707437,1179763,577869385,5038410285
46.008041934,14751610,1186323,579391525,5049732981
47.008221655,14709019,1175134,580617714,5066918601
48.008461832,14681938,1166225,577448265,5034837458
49.008622098,14694799,1173504,577217438,5035862815
50.008782147,14683192,1154029,579869146,5059527210
51.008966205,14745984,1186951,580872613,5065607653
52.009144741,14668097,1182420,577702625,5035341146
53.009305176,14775887,1186333,581880426,5074438720
54.009463207,14708788,1183418,578920848,5044279430
55.009653376,14728118,1181850,580199527,5061368240
56.009807073,14720680,1179338,579377580,5054930585
57.009980365,14788116,1188222,577825140,5030626384
58.010142783,14692050,1166574,580529749,5065779712
59.010300757,14749326,1179188,577185742,5031179409
60.010467051,14691010,1176650,578163693,5040030572
61.010629895,14689963,1174001,576609542,5023700737
62.010798614,14741404,1196833,581276057,5067168008
63.010972857,14686021,1173479,578583673,5043005166
64.011138943,14774505,1194472,582914618,5082841332
65.011297243,14693639,1184223,578701386,5044868054
