time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000143039,9807654,1989932841,5329887,9396945902
2.000311495,9771373,2002612955,5308218,9462567245
3.000456746,9773276,2002560665,5298223,9454599349
4.000624853,9757610,2001858478,5302195,9462503322
5.000793999,9787766,2002685896,5328312,9454289887
6.000941585,9781479,2003751920,5328641,9452766265
7.001129299,9759172,2001498999,5326018,9460434055
8.001287354,9800230,2003616193,5352514,9454027522
9.001487317,9830017,2005760953,5378506,9445867362
10.001627535,9808106,2003953099,5336307,9462645700
11.001793198,9815045,2002547162,5342985,9465333874
12.001936275,9886774,2001734849,5364802,9466220293
13.002097658,9880354,2000545440,5363299,9451602530
14.002242379,9860163,1997973778,5335171,9490383108
15.002390253,9789365,2001033911,5336253,9467523407
16.002554959,9777665,2003329135,5335270,9462277318
17.002708545,9819385,2000604959,5348630,9455110554
18.002877576,9998716,2000682659,5446443,9459622342
19.003039869,9887066,2001704257,5375842,9452652572
20.003181369,9827869,2002444984,5342584,9463907123
21.00334447,9854856,2001200850,5350839,9457357842
22.003488386,10105043,2001533112,5520677,9464210377
22.769416902,7669624,1532369247,4182547,7230496804
