time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000149051,638600,21530,53024,721676,4910156342
2.000336804,662676,22154,56426,745633,5065711637
3.000487168,640482,21057,53543,743750,5015891943
4.000633016,666356,21232,55802,744693,5060990979
5.000801901,662091,21771,55610,744477,5042066567
6.000951824,654703,21557,55884,743330,5052989072
7.001118898,653263,20883,55498,743094,5064832902
8.001282812,652406,21213,55487,744934,5064834292
9.001451728,650650,21635,53122,743672,5035323508
10.001594782,663635,21324,54864,741371,5060390032
11.001747463,679302,21560,54644,740836,5066021930
12.001894019,673754,20903,55346,742099,5060274124
13.002074771,668682,21656,56385,744944,5054627041
14.002239653,675213,20906,54940,741703,5048846013
15.002389324,679450,21632,55251,740548,5068837083
16.002552158,674238,20757,54910,739664,5040396848
17.002720709,674506,22072,54997,745085,5047532588
18.002864569,675451,20954,56927,742456,5057528333
19.003043339,679346,20745,55391,742475,5052192968
20.003196367,677819,21423,55090,743780,5046073819
21.003371707,673593,21505,55314,739696,5043719013
22.003514821,675170,20942,57676,740452,5069714063
23.003661534,662948,20840,55731,739103,5040487796
24.003807525,671611,20604,53494,739093,5015541528
25.003975841,680388,20699,53655,741492,5026629686
26.004161327,690453,22225,58121,745370,5061036517
27.004337583,678621,21909,56373,743200,5070005615
28.004516394,657360,20844,54798,740372,5028759117
29.00470347,666813,21155,55635,743761,5035945623
30.004872232,656620,21202,55229,743787,5028088721
31.005093633,646852,21004,54580,743591,5040052435
32.005258815,679175,20519,56027,739083,5060559177
33.005429843,674828,21803,55837,743233,5056294338
34.005574678,678756,21498,55472,742223,5045796899
35.005718658,683324,21457,56701,742418,5074987316
36.00589272,681810,21489,54731,743906,5040966867
37.006063406,677180,21060,53975,744473,5033659587
38.006240216,674347,21291,53804,743816,5023912216
39.006395405,667071,20821,54161,741677,5048172402
40.006543446,687171,20497,55515,746061,5058231553
41.006714856,689176,21886,56682,744657,5038635547
42.006857646,694836,21206,56284,742409,5057346346
43.007026813,684833,20802,55502,739484,5067824252
44.007189624,687532,21093,57341,742074,5071110260
45.00737583,688241,21057,55709,740206,5040289975
46.007521275,699595,21631,57201,744595,5050470655
47.007666813,688571,20824,58010,742881,5068718796
48.007812442,692769,21038,54819,741056,5033991000
49.007981689,712382,20943,55803,742079,5040989351
50.008163717,708322,21510,56411,742787,5059951104
51.008318616,711157,21220,54664,743240,5066263228
52.008470139,707526,21210,56427,739337,5046919385
53.008638541,709950,22127,56122,748891,5065505415
54.00878259,696324,21138,55782,744874,5045031649
55.008950962,698296,21082,53494,732076,5027931445
56.009169126,695482,21510,53511,745462,5053218557
57.009341343,697143,21229,52935,760492,5027844949
58.009486813,702238,21225,53904,764903,5067946853
59.009631465,679169,21175,52556,768208,5036585182
60.009782494,676859,21607,52505,767912,5032693703
61.009953839,672253,20688,51505,761041,5033557030
62.010336255,686013,21497,54018,766038,5074913116
63.010512763,678782,21480,56722,762429,5044117227
64.010690364,688873,21767,56195,766427,5083881599
65.01086385,676056,20692,56011,762201,5049873249
66.011037901,681437,21076,55732,767810,5048950031
67.011226384,683085,21287,56456,768849,5056041904
68.011404838,686522,21920,56496,765923,5060643738
69.011597371,668908,20734,55781,765524,4999698080
70.011779132,680431,20997,55981,768452,5050157053
71.011955541,681385,22116,56885,769737,5063584399
72.012128004,680023,21746,56917,753397,5082212187
73.012318678,670021,23532,55829,753861,5038642023
74.012504882,668605,21935,56215,745799,5064159381
75.012678037,676181,21102,55394,741595,5057133304
76.012845469,677430,21924,57133,740929,5072270337
77.013027231,676932,21137,56398,739218,5043491913
78.013205613,684211,21455,54236,739784,5051205138
79.013396063,679891,21550,53691,740094,5042722619
80.0135709,677128,21543,54788,744127,5033159482
81.013746352,680218,21879,56176,745517,5044223051
82.013925703,682419,22445,57892,745099,5073120245
83.014102091,677719,22349,55912,744623,5039498304
84.014278524,679948,22185,56540,744869,5040553434
85.014468768,675822,21933,56695,744845,5027447108
86.01465725,679742,21784,55994,742119,5026435096
87.01483146,679087,21038,55408,731262,4981490272
88.015005326,672984,21712,55112,745298,5023105685
89.015180356,679796,22257,54224,744302,5028037822
90.015364647,675039,22544,55101,740410,5036960019
91.015551104,677343,21281,55203,740761,5048326631
92.015735519,690454,21837,54323,741574,5042220001
93.015912605,684835,22838,55550,765126,5058987627
94.016090005,679488,21597,54190,763950,5026442164
95.016266174,667382,20954,56267,763811,5030477423
96.016447892,678949,22375,56595,766734,5063412661
97.016625138,679854,22021,56225,764674,5042130259
98.016799444,683960,22480,56784,762340,5047751503
99.016998661,675686,22899,56739,764204,5045370061
100.01717152,680807,22530,56546,766124,5046677663
101.017345073,684166,23819,55383,769189,5039723663
102.017519496,686444,23988,55580,769072,5052430233
103.017697007,684072,22450,56318,768545,5057039202
104.017873654,685098,21223,54819,763169,5050152143
105.018087349,681033,22343,56045,766439,5029259349
106.018280734,672078,22445,55716,768728,5062376737
107.018457095,676057,22285,55755,767148,5069696575
108.018633079,669334,22801,54894,756773,5042748268
109.01882483,675846,24126,56427,760723,5075172192
110.019034859,665903,22676,56194,750416,5051559381
111.019226257,667378,22407,53461,743539,5027079692
112.019405432,654282,21806,54989,740625,5027949774
113.019586791,661881,22689,53930,741767,5029800992
114.019767347,670169,22600,56093,743005,5059616301
115.019964216,669417,22130,55823,741612,5024918011
116.020140496,682701,22315,53917,743449,5051065468
117.020316962,705520,22920,55337,743591,5050877826
118.020496118,713313,22494,56220,741591,5065351661
119.020675265,674784,22288,52696,742125,5042411338
120.020851313,668992,22843,55582,744794,5033611111
121.021047508,702463,23329,54631,744430,5060651555
122.021229323,703618,21771,54248,740718,5040813025
123.021422943,696812,22516,55472,743457,5069215615
124.02160139,673912,22133,54975,739710,5034078215
125.021776358,682660,22527,56040,745062,5064070149
126.021950023,702622,22138,54729,742297,5045330633
127.022138003,694124,22915,56224,738858,5050530271
128.02231609,678961,22372,56270,741358,5046230858
129.022524588,654414,22923,57241,744040,5043597710
130.022699293,641163,22382,56780,742455,5028493545
131.022876955,658717,21804,54997,742063,5049840112
132.023067364,645136,22360,53866,745429,5015925364
133.02325615,656341,21827,53774,744749,5049764798
134.023527735,646745,22346,52954,745980,5037506106
135.023717024,660655,22872,55617,744261,5068026934
136.023900951,675419,23054,57403,741501,5053468482
137.024090152,670281,23454,56010,745930,5066973173
138.02426518,680927,22910,55426,741164,5048669585
139.024457425,681066,22204,56386,741309,5064246307
140.02463518,686971,22044,56905,738835,5054689187
141.02481157,687566,22943,56374,743821,5051721543
142.024990046,694994,22402,55654,742118,5059299199
