time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000154491,9634608,1573427375,4218957,5992687895
2.000368893,9933363,1620881552,4350877,6168047716
3.000567644,9911806,1617486044,4342893,6153700745
4.000748673,9896890,1618203785,4340141,6153064597
5.000924105,9863667,1618061132,4318220,6158037679
6.001098478,9914330,1618806233,4350095,6143421166
7.001274237,9925144,1622173142,4344978,6155289097
8.001452503,9921167,1621648278,4352423,6174704474
9.001627938,9918218,1620880790,4350802,6154846810
10.001805662,9885115,1616606613,4337578,6140666514
11.00197889,9959917,1621302424,4360704,6158025631
12.002155416,9919838,1619082204,4341179,6143345902
13.002330569,9951595,1621305615,4357044,6155331505
14.002521443,9920944,1620455664,4345560,6155871516
15.002696224,9954263,1621264914,4364002,6154092676
16.002884101,9912817,1620507523,4352874,6155493855
17.003056565,9925940,1621650283,4356066,6157671496
18.003236269,9907462,1620524063,4348088,6166876541
19.003413807,9890252,1619379084,4346636,6144470264
20.003592454,9920058,1623929255,4361765,6167217013
21.003770388,9882561,1620447479,4345044,6155092922
22.003945969,9912834,1619121031,4346424,6143544428
23.004117706,9934255,1622047131,4364826,6170652985
24.00429283,9914808,1619261393,4359457,6160067195
25.004469221,9946912,1621842775,4354774,6171876832
26.004665024,9945621,1619276458,4365290,6141365081
27.004857363,9914079,1621307089,4343239,6167191062
28.00502993,9934295,1619446232,4353099,6145887729
29.005209186,9939088,1623661040,4372585,6167694378
30.005385692,9932451,1620607313,4360557,6153561774
31.005561337,9922470,1620354423,4367219,6156368904
32.005763767,9904474,1619612709,4349409,6172974632
33.005947993,9909823,1621634601,4360060,6143851324
34.006127384,9930826,1620388871,4360722,6163611218
35.006307753,9928017,1620978356,4351329,6153302361
36.006487962,9911841,1618629477,4351581,6157432668
37.006662918,9926609,1620510075,4356881,6156026855
38.006844255,9907419,1618951406,4348419,6159037123
39.007021142,9902200,1618616217,4347116,6173922922
40.007194986,9952910,1620931575,4363568,6156829450
41.007372832,9948465,1620009908,4363313,6161941593
42.007547738,9905627,1620225565,4341887,6164176445
43.00772555,9920266,1619902625,4361455,6173832740
44.007904254,9945310,1622824583,4359884,6151063386
45.008080476,9862476,1608741810,4326232,6117986941
46.008260829,9870411,1617856807,4329330,6180362557
47.008494365,9914279,1620582264,4352140,6161321596
48.008679854,9988880,1621651364,4372788,6158493550
49.008858173,9908905,1621063774,4339926,6169782250
50.009045049,9929647,1618603856,4337727,6166232348
51.0092199,9924349,1621844409,4354964,6157389580
52.009394543,9956842,1622928379,4373964,6177779070
53.009569369,9820091,1616508646,4304785,6089320698
54.009744783,9911979,1621431870,4350362,6159317009
55.009917857,9965469,1621751735,4367588,6162859792
56.010123843,9963212,1622370551,4371790,6165839552
57.010323535,9929656,1621244063,4359755,6179858366
58.010505032,9941995,1623045757,4364641,6178072936
59.010685538,9943020,1622996615,4362396,6151973682
60.010879218,9945749,1621939940,4364354,6166244307
61.011051835,9929103,1621810545,4346495,6169503090
62.011254343,9944964,1620469697,4361079,6164943474
63.011478222,10085379,1622074287,4455204,6178119031
64.011656829,9948529,1621177314,4367024,6162943233
65.011831033,9974941,1624077450,4367005,6155701453
66.011999807,9981068,1622003996,4370989,6177415846
67.012178105,9939006,1618837058,4352663,6168241095
68.012367071,9943305,1621279673,4358182,6183403700
69.012561388,9958883,1621959289,4359557,6179065963
70.012747372,9932938,1620517839,4352627,6166993723
71.012930825,9966952,1621996076,4373133,6169018076
72.013107601,9937213,1622453330,4346423,6177528692
73.013283228,9932151,1620669666,4352009,6166015045
74.013462173,9919675,1620517997,4353132,6177597569
75.013637248,9962904,1618579804,4376158,6148923409
76.01381163,10074130,1620923164,4436466,6165456366
77.013999195,9965543,1621637320,4383300,6158900202
78.014172426,9987337,1624346081,4387515,6170730885
79.014350735,9963886,1621541377,4358819,6162834423
80.014527749,9990577,1622814589,4401479,6159297621
80.737567464,7213488,1172074453,3165370,4457335014
