time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000139513,11627850,1865403137,5275331,6611024567
2.000326239,11764993,1872870778,5351000,6724083086
3.000490209,11724464,1874247801,5343413,6725831770
4.000654259,11770588,1873428375,5361154,6736701702
5.000819867,11782385,1878208375,5371205,6756542882
6.001051551,11752541,1876916883,5357886,6742992958
7.001226813,11778819,1877069709,5355158,6740521913
8.001393393,11769612,1878955713,5359352,6752306232
9.001570899,11791561,1881007896,5369840,6766355077
10.001741608,11776627,1877249790,5362784,6741322120
11.001910977,11776886,1883010978,5373823,6777204660
12.002095263,11746161,1880907864,5361292,6765435030
13.002271489,11748920,1881880003,5364621,6765824650
14.002438477,11807276,1878931122,5378967,6754631487
15.002636977,11797516,1879125959,5380824,6753159500
16.002817382,11813985,1880206723,5388703,6771270431
17.00307329,11786609,1876696733,5363422,6745623947
18.003239332,11824977,1883105588,5405700,6763354508
19.003404589,11794923,1877585180,5382617,6739539436
20.003567783,11784115,1878364765,5380691,6739980401
21.003747205,11832088,1881064904,5392019,6750797863
22.003913402,11828913,1878039425,5392095,6744701207
23.004073531,11785027,1876041975,5369968,6744064130
24.004268239,11812771,1880550757,5384754,6760799067
25.004430857,11834670,1878891107,5387678,6780445509
26.004594423,11840971,1879515614,5404069,6772921136
27.004790076,11747494,1872649210,5366994,6709312160
28.004952495,11737182,1873977539,5345290,6734291406
29.005118114,11825829,1880270289,5388596,6768888363
30.00531204,11793033,1875114823,5356284,6759892154
31.005498201,11796572,1875670607,5383547,6741024123
32.005676965,11816098,1878985610,5392627,6779497146
33.005838861,11807947,1878654799,5391366,6743052480
34.006006278,11797995,1877700464,5376636,6738677331
35.006173601,11809160,1879895888,5384997,6757036249
36.006381899,11789635,1873352774,5368439,6712010345
37.006547544,11792165,1877248915,5362683,6750099908
38.006713472,11897815,1881699959,5439042,6765355701
39.006875672,11858291,1874189938,5419231,6734854104
40.007053675,11848713,1881371561,5410860,6755974528
41.007220945,11824354,1877961608,5391497,6760316943
42.007394605,11816719,1879050020,5376572,6760628347
43.007571006,11797107,1879629417,5369996,6738966521
44.007735544,11773564,1878196066,5359215,6742211730
45.007904608,11788298,1877226229,5364564,6742707217
46.008080527,11951444,1881663418,5475341,6767152608
47.008260909,11924415,1878691097,5461151,6758084586
48.008431184,11841884,1879034310,5402450,6757818454
49.008594496,11810194,1873275040,5392779,6694032986
49.022080148,170811,25338097,80091,89121920
